id,w2v
411,ତେ କଣ ରେଅଟ କେମିତି କଉ ନୋଇଚବିଲାତି କଣ ବାୟଣ କଣ
412,
413,ଇଚି
414,ଆଉ
415,ମୁ ପ୍ରି କତାଥୁନି କେନିଲି କଣ ହେନେ ମୁ ନେଇକି ଦି ମୋର ବଜାର ଭଜାର ନେଇଛି ଟିକେ ନେଇକି ଯାଉନି କାଉନି କଉ ନେଇି ଜାଣିଦମୁ କତା ଆଠୁନି କେତେ କଣ ରେଦେ କେମିତି କଣ ହବ
416,ଚାଷ ଅପରେ କେମିତି କଣ ଅସୁବିଧା କେମିତି କଣ ଚାଷ ହଉଚି ପାଣି ଭାଣି ଭଲ ମୁନ୍ଲ କଣ ଅଛିନା ନାହିଁ
417,ଏଗତ ମୋ ସେଆ ପତଥ ନିମେ କଳି ନେଇଛି ବଜା ର ଦମୁନ ଆମେ ବିକିାମି ୍ରଅପରସିନପା ମନେଇଛି ଚେକ କରି କରିମାକି
418,ମ ବିଲା ଦିନ ମି ଦିଅ ବାୟଣ କୋବିଏଇକହ ବିନ୍ଧ ନେଇି ମେିକିରକରୁ ବଧା କଉ
419,
420,ଆମ
421,ଆଉ ମୁ କୋ ବ୍ୟପାରି ସବୁ ନତନି କଣ ବିଲିବି
422,ମୁଗଲେ
423,
424,ମା ଟିକେ ସୁବିଧାର ମିଳିଦିଦ ମୁ ସଇିଜାଁ କରୁଛନ୍ ଦିହାର ଅଭାଇ ଚାଷ କରୁଛନି କାଣ ଚାଷ କେମି୍ତି କଣ କରୁ ଛାିବି
425,ମୋତେ ଦିଇ ଚାରଜଣ ଲୋକ ତ ତୁମ କଥା କହିଲେ
426,ଲେ ରଭାଇକକୁରଆମେ ମାଲା ଆଣୁଛି ମୁ କେତେ କଣ ଯେଥିଲେ କିମ୍ତି କଣ ହାଣକ ଦିଆ ସେଇଟା ପଚାରିବାକୁ ମୁ ରାଇଁ ଜାଣୁ ଦିନାନଛି ବଜାର ଟାଉନ୍ଡେରି କତି
427,ହ
428,ଲ
429,ଆଉତାନେ ମୁ ରଖୁଚି ପରେ କଥାମି
430,ଆମେ ସମସ୍ତେ ଜାଣୁ ଭାରତ ହଉଛି ଗୋଟିଏ ଗୋଣ ତାନ୍ତ୍ରିକ ରାଷ୍ଟ୍ର ଏବଂ ଭାରତ ରେ ବିଭିନ ପ୍ରକାର ଜାତି ବାଦି ଗଷ୍ଟି ବାଦି ଏବଂ ଭାସା ବାଦି ଲୋକ ମାନେ ରହନ୍ତି
431,ପୁଣି ଆମେ ଏଇ ବିଷୟେ ଗୋଟେ ବିଶରେ ଜାଣୁଯା ଜ  ଛବିଶ ଜାନୁାରି ଦିନ ଗୋଣ ତାନ୍ତ୍ରିକ ରାଷ୍ଟ୍ର ଭାବରେ ଜୋ ଆମର ସମିଧାନ ପ୍ରଣନ ହେଇଥିଲା ତାକୁ ଆମେ ମନେ ପକେଇବା ପାଇଁ ପୁରା ଦେସ ବାସୀ ଜ ପଞ୍ଚସ୍ତୁରୀ ତମ ଗଣ ତାନ୍ତ୍ରିକ ଦିବସ ପାଳନ କରୁଛୁ
432,ଏବଂ ଭାରତ ର ଜୋ ରାଜନିତି ବ୍ୟବସ୍ଥା ଅଛି ହେଡା ହଉଚି ସର୍ବ ଦଳିୟ ବିଶିଷ୍ଟ ରାଜନଇତିକ ବ୍ୟବସ୍ଥା
433,ରାଜନଇତିକ ଦଳ ଗୁଡିକ ଦ୍ୱାରା ଦେସର ନେତା ମାନେ ଜୋ ଲୋକ ମାନଙ୍କ ଦ୍ୱାରା
434,ଆମର ଜ ପ୍ରତୟକ୍ଷ ଭାବରେ ନିର୍ବାଚନ ହେଇକି ଯାନ୍ତି ଲୋକର ପ୍ରତିନିଧି ଭାବରେ ସେମାନେ
435,ଆମର ଜ ସଙଂଷଦ ଅଛି ଦିଲି ରେ ଜମେ୍ବର ପାରଲାମେଣ୍ଟ ବଲିକ କହୁଛୁ
436,ତାଙ୍କେ ଲୋକ ମାନଙ୍କ ଦ୍ୱାରା ଆମ ମାନଙ୍କ ଦ୍ୱାରା ପ୍ରତ୍ୟକ ଭାବରେ ନିର୍ବାଚନ ହେଇକି ଜାନ୍ତି ତା ପରେ ଜୋ ଆମର ରାଯ୍ୟ ରାଯ୍ୟ ଗୁଡିକର ସାସନ ବ୍ୟବସ୍ଥା ଯଦି ଆମେ ଦେଖିବା
437,ସେଇଟେ ମୋଧ୍ୟସ ସେଇ ଭେଳେ ସାସନ ବ୍ୟବସ୍ଥା ଅଛି ଯେଉଁଠାକି ଆମର ମୁକ୍ଷ ମନ୍ତ୍ରୀ ନବିନ୍ ପଟ୍ନାଇକ ଓଡିସା ର ମକ୍ ମନ୍ତ୍ରି ନବିନ ପନାଏକ ଅଛନ୍ତି
438,ଏବଂ ବିଭିନ ପ୍ରକାର ରାଜନିତିକ ଦଳ ମାନେ ମଧ୍ୟ ଅଛନ୍ତି ଯେମ୍ତିକି ଆମର ଆଞ୍ଚଳିକ କଙ୍ଗ୍ରେସ ଦଳ ହଉ
439,ବା ମୋର ବିଜେଡି ଦଳ ଏମାନେ ସମସ୍ତେ ଜ ଏମେଲେ ବଲି କହୁଛୁ ଆମେ ମେମ୍ମରଟ୍ରେଜିଟ୍ଲାଟିଭ ଏସେମ୍ଲି ଭଲି ଜ ମେମ୍ବର ସବୁ ଅଛନ୍ତି ଏମାନେ ମଧ୍ୟ ପ୍ରତ୍ୟକକ୍ଷ ଭାବରେ ଆବ ମାନଙ୍କ ଦ୍ୱାରା
440,ନିର୍ବାଚନ ହେଇକି ଆମର ପ୍ରତିନିଧିତ୍ କରିବାନି ମନ୍ତେ ଭୁବନେସର ରେ ଜ ଆମର ବିଧାନ ସଭା ଅଛି
441,େଇଟାକୁ ଝାହନ୍ତି ଆଉ ଗୋଟେ ବିଷେ ମୁ ଯାହା ଜାଣିଛି ରାଜନତିକ ବିଷୟରେ ସଏଟାମୋର ପଞ୍ଚାସ ତରିୟ ସବୁ ସବୁଠାରୁ ପଞ୍ଚାସ ତର ରାଜନିତି ହଉଛି
442,ନିମ୍ନ ସ୍ତରର ଏଡି ସର ପଞ୍ଚ ମୁଖ୍ଷୟ ରହନ୍ତି ତାପରେ ଉପର ଉପର ଉପରବୁଯାଇ ଦିଲି ପରଯ୍ୟନ୍ତ ଆମର ରାଜନିତିକ ବ୍ୟବସ୍ଥା ରହୁଛି
443,ପୁଣି ଆଉଗୋଟେ ବିଶୟ ଯଦି ମୁଁ କହିବି ଗୁଣ ଦନ୍ତ୍ରଣ ଗୋଟେ ଭଲ ବିଶୟ ହୋଉଛି ଲୋକ ମାନଙ୍କର ଜ ଆମ ମାନଙ୍କର କହିବାର ଆମର ମତ ପ୍ରକାସ କରିବା ପାଇଁ ଭଲି କି ଆମର
444,ର ସ୍ୱାଧିନ ରହିଛି ମେକା ଆଗରେ ପରା ଧିନ ଭାବରେ ରହୁ ନାହିଁ
445,ଆଉ ଗୋଟିଏ ଜୋର ନା ପସନ୍ଦ ଜିନିସ ଅଛି ଏଡେ ସର୍ବ ଦଳି ବିଶିଷ୍ଟ ଗାମ ରାଜୁନିତିରେ ଚାହେଁ ଯ ସର୍ବ ଦଳିୟ ବିଶିଟ ରାଜନିତି ଜଡା ସେଇଟା ବହୁତ ମୋତେପସନ୍ଦ ଲାଗେନି
446,ସର୍ବ ଦଳ ନ ହେଇକି କେବଳ ଦୁ ଦଳି ହେଇଥିଲା ଜୁଆମର ଆମେରିକାରେ ଦି ଦଳି ବ୍ୟବସ୍ଥା ଅଛି ସେଇଟା ହେଇଥିଲା ଆଉରି ଭଲ ହନ୍ଟା
447,ପୁଣି ମୁଁ ଆଉ ଗୋଟେ ବିଶୟ କହିବା ପାଇଁ ଚାହଁ ମୋର ଯଦି ମୋ ଉଦେସରେ ମୁ ଦେଖିବି ରାଜନେ ପିଟିକ ନେତା ମାନଙ୍କ ମଧ୍ୟରୁ ଫ୍ରେବ୍ରାଇଡ ନେତା ହଉଛି ଆମର ଦିଲି ର ମୁକ୍ଷୟ ମନ୍ତିର ହେଇଯାଇକି ଅର୍ବିନ୍ଦ କେଜି୍ରିବାଲ
448,ତାଙ୍କର ଗୋଟିଏ ବିଷୟ ମୋତେ ବହୁତ ପସନ୍ଦ ଲାଗେ ଯେଇକି ସେ ଏଜିୁକେସନ କୁ ନେଇ କି ପଲିଟିକସ କରନ୍ତି ଏଜୁକେସନ ଉପରେ ବହୁତ ଗୁରୁତ୍ବ ଦିଅନ୍ତି
449,ବଂ ହେଲ୍ଥ ଜୋ ସ୍ୱାସ୍ତ୍ୟ ବ୍ୟବସ୍ଥା ଅଛି ସେଇଡେ ମୋତେ ବହୁତେ ଋୁଜ କରିବକି ସେଥିପାଇଁ ମୁଁଁ ଜନଦି ଓଚାରେ ତାଙ୍କ ସଇତ ଭେଟିବା ପାଇଁ ଚାହେଁ ତାହାଲେ ତାଙ୍କୁ
450,ଗୋଟେଏ ବିଶ ପଚାରିବି ଯେ ଆମର ଜୋ ଆମର ଲୁଡା ଲୁଡାନ ଜଆମର ଆଞ୍ଚଳିକ ଅଞ୍ଚଳରେ ଅଛନ୍ତି ଏଜିକେସନ ଏତେ ଅଣ୍ଡେ ବ୍ଲେକ ରହୁଛି
451,ତି ପ୍ରତି ଜ ଆମର ଭାଇ ମାନେ ଯେମି୍ତ ଏଜୁକେସନ୍ ର ଆଗକୁ ବଢି ପାରିବେ ସେଟା କେମି୍ତି ବ୍ୟବସ୍ଥା କରାହବ ସ୍ୱାସ୍ତ୍ୟ ଜୋଜନା ବିଷୟରେ ମଧୟ ମୋ ତାକୁ ପଚାରିବା ପାଇଁ ଯାଉଛି
452,ପୁର୍ବ ବର୍ତି
453,ମୁ ସମସ୍ତ ଋୁତୁକୁ ବିଭିନ୍ନ ଉପାୟରେ ଉପଭୋକ କରିଥାଏ ଯେମିତି କି ଖରା ଦିନେ ଗ୍ରିସ୍ମ ଛୁଟି ରେ ମୁ ମୋ ବାମୁଘରକୁ ବୁଲି ଯାଇ ଥାଏ ଏବଂ ମୁ ସେଟି ମଧ୍ୟାନ ଭଜନ ରେ ମୁଁ ପକାଳ ପାତ ଖାଇଥା ଏବଂ ମୋତେ ଖରା ଦିନେ ଗାଧଇବା ପାଇଁ ମଧ୍ୟ ଭଲ ଲାଗେ ଆଇସ୍କ୍ରିମ ଖାଇବା ପାଇଁ ମଧ୍ୟ ଭଲ ଲାଗିଥାଁ
454,ଏବଂ ବର୍ଷା ରୁତୁରେ ମୁ ଡଙ୍ଗା ମଧ୍ୟ ବସାଇ ଥାଇ ଏବଂ ଝିପିଜିପି ପାଣିରେ ଗାଧଇବା ପାଇଁ ବହୁତ ଭଲ ଲାଗିଥାଇ
455,ସିତ ରୁତୁରେ ଆମେ ଖରାରେ ବଷି ଜଳଖିଆ ଖାଇ ଥାଉ ଏବଂ ଚାପି ଥାଉ ଏବଂ ଶିତ ଋୃତୁରେ ସମସ୍ତେ ନିଆପାଖରେ ବସି ନିଆ ପୁଇଥାନ୍ତି
456,ସେଇ ସମୟରେ ମୋତେ ବହୁତ ଭଲ ଲାଗେ ଶିତ ରତୁରେ ସମସ୍ତେ ସ୍େ ଟର୍ଡ କମ୍ବଳ ଇତ୍ୟାଦି ଉଲ୍ ତିଆରି ଜିନିସ ବ୍ୟବହାର କରିଥାନ୍ତି
457,ଆାମ ଅଞ୍ଚଳରେ ସ୍ଟାିଓମ ଏରିନା ଗ୍ରାଉଣ୍ଡ ରେ କ୍ରିଡା କାର୍ଯ୍ୟକ୍ରମ ଆୟଜନ କରିବା ପାଇଁ ବହୁତ ଗୋୁଡା ସୁବିଧା ଉପଲବ୍ଧ ହୋଇ ଅଛି
458,ଯିମିତିକି ଆମ ଅଞ୍ଚଳରେ ବିଷାଳ ବିଷଳ ପଢିଆ ସ୍ପୋ୍ଡ୍ସ ବ୍ଲକ କ୍ରିଡ଼ା କରତେ ପଖା ଦି ଖେଳ ମ ହସ୍ଚରେ ଆମ ସମସ୍ତ ଙ୍କୁ ସହାୟତା
459,କରିଥାନ୍ତି ଏବଂ ପିଲା ମାନେ ଖେଳ ଖାଳିବା ପାଇଁ ସବୁ ପ୍ରକାରର ସୁବିଧା ଜୁଗେଇ ଦେଇଥାନ୍ତି
460,ଏହି ଭଳି ଭାବେ ଆମ ଗ୍ରାମର ପିଲା ମାନେ ଏବଂ ଆମ ପାଖ ପାଖି ଗ୍ରାମର ପିଲା ମାନେ କ୍ୀଡା କରି ଖ୍େଳ ଫିଳି ଦେଷ ପାଇଁ ବହୁତ କିଛି କରିଥାନ୍ତି ଏବଂ ନିଜ ପରିବାର ପାଇଁ ମଧ୍ୟ ବହୁତ କିଛି କରିଥାନ୍ତି ଏବଂ ନିଜ ଜୀବନରେ ଆଗକୁ ବଢ଼ିଥାନ୍ତି
461,ଏଥି ପାଇଁ ଆମେ ଖେଳ ପଡ଼ିବା ସ୍ପୋ୍ସ ବ୍ଲଗ କ୍ରିଡା କରତ ପଖାଦି ସବୁ ନିର୍ମିତ କରି ରଖିଥାଉ
462,ଆମୋର ଯେତେବି ଗ୍ରାମିଣ ଅଞ୍ଚଳ ଅଛି ସେମାନ ଯୋଉ ଟେକନଲଜି ବ୍ୟବାହାର କରନ୍ତି ସେଠି ବହୁଥ ସମସ୍ୟା ସେମାନେ ସମମୁଖିନ ହୁଅନ୍ତି ଯେଉିଠିକି ବିଦ୍ୟୁତ ଆସେ ସେେ ଠିକ ଟାଇମ୍ ରେ ପହୁଞ୍ଚି ପାରିନି ତତା ତାହା ଜଗୁ ସେମାନଙ୍କୁ ବହୁତ ଅସୁବିଧା ର
463,ସାମ୍ନା କରିବାକୁ ପଡେ ଠିକ ଟାଇମ ରେ ବିଦ୍ୟୁତ ଆସେନି ଆଉ ଯୋ ଜୋ ସାମଗ୍ରୀ ଦରକାର ଜୋ ଆମରନ ପାଇଁ ସେଟା ବି ମିଳିନି ତାଙ୍କୁ ଠିକ ଟାଇମ ରେ ସେଥିପାଇଁ ସେମାନ୍କୁ ବହୁତ ଅସୁବିଧାର ସମୁଖିନ ହବାକୁ ପଡେ
464,ଆଉ ଯ ଯେତେବି ସବୁ ସାମଗ୍ରୀ ଆସି ଯାହାବି ଆମର ନେଡ଼ ପାଇଁ ସେଟା ବି ଲୋକ ମାନେ ଯେମିତିକି ଆଜି କାଲି ଚୋରି ହଉଛି ବହୁତି
465,ତ ସେଏଥି ପାଇଁ ବି ଲୋକ ମାନସି ଟୋରି କରିଦିଅନ୍ତି ସେଥି ପାଇଁ ଅନ୍ୟ ଲୋକ ମାନଙ୍କୁ ଆଉ ଇଚ୍ଛା ରହିନି ସେଇ କାମକୁ କରିବା ପାଇଁ ତାହା ଯଗୁ ସେମାନଙ୍କର ହି ଲାଭ ହୁଏନି
466,ସେମାନେ ଠିକ ଟାଇମ୍ ରେ ଟାକୁ ବ୍ୟବହାର କରି ପାରନ୍ତିନି ଜୋର ଟେକ୍ନଲଜି ଅଛି କାଙ୍କର
467,ଏଇ ସବୁ ସମସ୍ୟା ଗୁଡିକ ପାଇଁ ଆମର ଜୋଉ ଟେକ୍ନଲଜି ଭଲ ସେତ ସେମାନେ ବ୍ୟବହାର କରି ପାରନ୍ତୁି
468,ହେଲ
469,ଲ
470,ମଆ କୁହନ୍ତୁ
471,ହମୁ କାଠା ବଡାମ୍ରେ କୁହୁଛି
472,କଅଣ୍ଠୁ ବାଡା କରିବେ
473,ହ କଣ କଣ ବନେଇବି
474,ଚ
475,ସୋଫା ଦଶ ହାଚା ନିତି ଆଉ ଚାର ଜଣ ପାଞ୍ଚ କାନେତି
476,କିତି ପଠାଇଲା ବି ଚରିବ
477,ନ ଦୁଇଟା ଆନ୍ସରେ ଚଳିବ
478,ମୁ
479,କେକେ ଆନ୍ତିବେ
480,
481,ମୋର ଗ୍ରାହାକ ଟିକେ ବେସି ଭଡି ହେଇଚଅନ୍ପାଲା ଟିକେ ଜରଲିଆ ଆସିବବ
482,ପଲି
483,ହ ସ୍ଟାଇଲ୍ ଭି କରି ଯାଉଛି ଛତମେ ଜୟନ୍ସା କଳବ ମୁ ଚଲା କରଦେବି
484,ଆଉ ମୋ ଜମା ଗୁଟେ ପଇସା ରେ କାଟିମି
485,ଅମୁତୁ କଇିଲେ ଶପା ଦଶ ହଜାର ଆଉ
486,ଚାଲଣ ପାଞ୍ଚ ବଷା
487,ପଆକଣ କାଲି ଆନ୍ଦିବେ
488,ଦୁଇଟା କ ଦୁଇଟା କାଠ ଅନ୍ତବି
489,ଟମେ ପଇସା ଯା୍ତ୍ରାରେ ବା ମୁ ଚେନ୍ଟା କରିଥିି ସେତେ ଚରି ମୁ କରିଦାମି
490,ସାର
491,ହ ସ୍ଟାଇଲ ରେ ତୁମେ ଆଖିବ ତ ଯେ କହିବ ଡ ତମେ ଏଣ୍ଟା କଜସନା କରିଦି ବଲବହଜି ମୁଁ କରୁ ଜେମିତି ନଷ୍ଟାହମ ରି
492,ହତାମାତେ ନିଜ କାର୍ଡ ଆସିବ ସେଟଟମେ ଏନ୍ା କର୍ଦିଅ ଏଟା ସ୍ଟାଇଲ କରଦିଅ ଭଲବଅଛିମୁ ସେଟା ସ୍ଟାଇଲ ରେ କରଲିମି
493,
494,ସବୁ ମିଶସେ କରି ପନ୍ଦର ହଜାର ପଡିବ
495,ପାଇଁ କମ ହେବନି
496,କଣ ମେଲେ ତ ମୋ ଟାଲଷ୍ଟ ହେଇଯିବା
497,ଟମୁ ଗୋଟେ ପଇସା ବି କମଜି ପର
498,ହ
499,ମୁ ମ୍ୟଗୀ ଟମାଟସସ କୁ ବାଦ ଦେବାକୁ ଚାହୁଁଛି ଏହାକୁ ମୋର ସ୍ପିଙ୍ ତାଲିକାରୁ ହଟାଇ ପାରିବେ କି
500,ଆଲ
501,ମ ହାଲହ
502,କର
503,ଆପଣ କଣ କଣ ଅପରେ େ ପିଲାକୁ ସିକା ଗଟ କରୁହନ୍ତି କି
504,ଆଉ
505,ଆଜ୍ଞା ମୋର ଗୋଟେ ପୁଅଡିଆ ଉଟେ ଝିଅଛି କେ ଦିଗଣ ଯିବେ  ଆଉ ଦ୍ୟାନ୍ତ ସିକିବା ଝିତ ବି ସିଖିବେ
506,ଏ ଦିଇଡ୍ାଗ ସିଖିବେ ଆ ଆପଣ କଣ ଆପଣଙ୍କ ପାଖରେ ରହିବା ପାଇଁ ପଡିବ ନାହିଁକୁ ସବୁଦିନ ଯିବେ ଯଦି ର ଯଦି ଆପଣକ ପାଖ ରହିବେ ଆପକ ଘରେ ଆକଣ ତାର ଦରମାସ ହାଯ୍ୟ କଣ ମାସିକୁ କଣକି ଦିନକୁ କଣ ହଲି ଆପଣ କୁହନ୍ତୁ
507,ଆଜା
508,ଆଜା
509,ଅଜା
510,ଆଜା
511,ନା ମୁତ ମୁଁତ ପିଲାକୁ ନେଇଯିବି  ଆପଣ କେ ମନେ ଦିନ କମଧୁୁ ନହୁଚିକି ନାତ କର ପଇସା ନହୁଁି ମୁଁ ସେକଟେ ଚାଉଁଛି ଆପଣ କଣ ଭଲ
512,
513,ମ ଅଜ ଅଜା
514,ମସା ସାା
515,ଆଚା
516,ଆସାର ଆ
517,ଆଜ୍ଞ ଜ୍ା ପାଉ ହଉ ପରନି
518,ପାଆମୁ ଫୋନ କରି ଆପଣଙ୍କୁ ଆଉ
519,ଅ୍ ପରିବାର ଅନ୍ୟ ସଦସ୍ୟଙ୍କ ସହତା ରସେଇ କରିବାକୁ ଭଲ ଲା କାହିଁ କି ନା ଆମେ ଯେତେ ବେଳେ ରଷେଇ କରୁ  ଯେତେବେଳେ ନିଜ ପସନ୍ଧ ଅନୁସାରେ ରସେଇ କରିଥାଉ କିନ୍ତୁ ଆମେ ଯଦି ଅନନ
520,ପରିବାର ସଇତମିମିସି ରସେଇ କରିଥାଉ ସେଥିରେ ଆମକୁ ବ ହୁତ କିଛି ସିକ୍ଷା ମିଳିଥାଇଁ ଏବଁ ଶସିଏ ଯୋଉ ଘା ରସେଇ କରିଥାନ୍ତି ଆମେ ତାଙ୍କ ପାଖରୁ କିଛି ସିଖି ଥାଉ ଏବଂ ସେମାନେ
521,େମିତି ରୁଶଇ କରୁଛନ୍ତି ସେମାନ୍କ ପାଖରୁ ଦେଖଥାକେ ମୋଁ ଆମେ ଯେଉଁଠା ଜାଣି ନ ଥାଉ ତାଙ୍କ ପାଖରେ
522,ତାଙ୍କ ପାଖରୁ ଆମେ ସିଖିଥାଉ ଏବଂ ସେମାନଙ୍କର
523,ସୀ ମାନଙ୍କର କା ଆମ ମାନଙ୍କର କାମ ମଧ୍ୟ ସହଜ ହେଇଥାଇ ଏବଂ ସେମାନଙ୍କ ପାଖରୁ ଯ ଆମେ ଯେଉଁଟା ଶିଖି ନ ଥର ତାଙ୍କ ପାଖରୁ ସିଖିଦା
524,ବଂ ସମିଡ଼ମିଶି କାମ କଲେ ଆଙକୁ ବହୁତ ସହଜ ହେଇଥାଇ ଏବଂ ଭଲରେ କାମଟା ହେଇଥାଇ ଋୃଷେଇ ମୋଧ୍ୟ ସେ ଭଳିଆ ମିଡିମିଶି କରିଲେ ଆମକୁ ବହୁତ ସହଜ ହେଇଥାଇି ଏବଂ ସେମାନେ କେଉଁଟା ଜାଣି ଥାନ୍ତି ଣକୁ ଆମକୁ ବତେଇ ଦେଇଥାନ୍ତି ଏବଂ ବହୁତ ସହଜରେ ଆମେ ଷେ ରଷି ରେ କରିଥାଉ ଏବଂ ସମସ୍ତଙ
525,ମୋର ଚୋଉ ଚିନ୍ତା ଝାରା ଥାଇ କାଙ୍କର ଚିନ୍ତା ଧାରା କଥା ବାତା ରେ ଆମେ ଜାଣି ପାରୁ ଛେ କେମିତି କଲେ କଣ ହବ ସେ ବିଷୟରେ ମଧ୍ୟ ଶିକ୍ଷା ପାଇଥାଉ
526,ରିସୋଇ କରିଲା ଭେଳେ ମୁ କୋଉଟା କୋଉ ଜିନସ ର ଅଭାବ ଥାଇ ଏବଂ ସେ ଠିକ ସମୟରେ ଦେଖିକିରି କହିଦେଅନ୍ତି ଏବଂ
527,ଆମେ ମଧ୍ୟ ଠିକ ବ୍ୟବହାର ଠିକ ଦିନ୍ସକୁ ପକେଇ ନିଜର ସାଦ ଅନୁସାରେ କୃଷେ କରିଥାଉ ସେମାନେ ମଧ୍ୟ ଆମକୁ ବତେଇ ଦେଇଥାନ୍ତି ଏବଂ କାମ ଟା ମଧ୍ୟ ସହଜରେ ହେଇଥାଇ
528,ଲ
529,ମରା କହୁଭିଲିକି ଗଜ ଅଲଘ ପୂଜା ପାଇଲାଣି କଣ ଡ୍ରେସ ପତ୍ର ଆଣି ଥାନ୍ତେ ନାହାଲଟିକି ଦେଖାନ୍ତେ କେବେ ଯିବା
530,ଏପ ଏବେ ପଡ଼ୁଚି ଏଇ ଆଠ ତାରିଖ୍ ରେଆହ
531,ଟି ଜଲ୍ଦି ଆ ସ ମୋ ଗଲେଡ଼ ହେଇଯିବ
532,ଆଡି ଜଲି ଆସା ପାଇଁ ଯେଷ୍ତା କର
533,ଡ୍ରେ ସଣିବା ମୋର ବକା ଥିଲା ତିନି ହଜାର ଟଙ୍କା ର ଟ ଗ୍ରେଷସ ଟାଣ ଥାନ୍ତି
534,ନା ନେ କୁଅ ବି ଉୁଚିଟର ଜାଣିଅ ସମସ୍ରେରେଟ୍ରେ କାଣିବ
535,ଦ ସାଣେ ପଡ ବଡି ଜାଣିଆ
536,ଆଉମ
537,ମାଆଙ୍ଗ ଜ ଲାକେ ମୁର୍ତି ବିଆଣିବା ଭରେ ପୂଜା କରିବା
538,ମ
539,ମା ଘର ଜଲଲିଲି ସାଦିକିଝିବା ଟିକେ ଜଲଲିଆସ ଡିଏକିଡ୍ରେସ ପତ୍ର ଆଣି ହାରି
540,ଆଉ ବୁଲାବଲ ଗଲାକୁ ନ୍ତ ହବ
541,ଏବ ଗୁଏଟି ବସି ପ୍ରସ ହୋଇ କରୁଛି
542,ମାଁ ଭଲଅଛି ଆଉ ତାମ ଦେହ ଭଲ ଅଛି ଦ
543,ଆଉ ଖୁଡି କାକରୁ କନ୍ତି
544,ଛୁଆ
545,ମଦାଲେ ଦୁଇଟା ରିକତ ମାସ
546,ଆଜିବା ଗାଡେ ପାଖରେ
547,ମ ଗଲନାହଇଁ ଏବେ ତ ବହୁତ ଗର ଓମ ହଉଛି ଖରାକ ବହୁତଜରହୁଚି
548,ହା ଯାଇଥିଲି ଏବେ ତ ମୁ ଛୁଟି ଅଛି ଖାଡା ଯିବ
549,ଆକଲେଜ ଖୁଲେଯିବ ଆସଲି ଡି ଭଲ ବୁଲାବିଲି ଗରିକି ଝିମ୍ବା ଆଜିବା ଆସିବା ଫାଇବକି ଆସିବା ଭଲାଗେମି
550,ଭୁବନେସ୍ର ରେ ଅଛି ମନ୍ଦିର ଜାଡି ବୁଲାବୁଳି କରି ଆସି ଆଉ
551,ମନଅନ୍ଦନ କାଲାନ୍ଟି ବିଜିବା
552,ସା
553,ଲିଙ୍ଗ ରାଜି ବାନ୍ତି ର ବିଜ୍ଆା
554,ସାଭ
555,
556,ହ
557,
558,ଗୋର୍ଧାରେ
559,ଜର ଆମ୍ଚଣି ମଧିର ଠି ବୁଲି ହଉଯିବା
560,ମୋ ଖାଉ
561,ଆଉ ଦାମ ଦେହ ଭଲ ଅଚିତ
562,ସାପା ଏସମରେ କଣ ଙକୁଆଡେ ମାରକେଟି ଯାଇଥିଲେ ଏବ ମଆକ ଯାଇଛନ୍ତି ଦାର ଗାଡେ କହିଛନ୍ତି
563,ମାଇ ପୁଅ ଭାରି ଦୁଷ୍ଟ ହଉଚି  କହୁତିଲା କଡ ମୋବାଇଲ ଗିଣି ହବଲି କିନାହିଣି କରିନି ଜ ଆକିଲେ କିନାମଣି କରି ଯିବା
564,ସ
565,ହ
566,ଆଜି ସକାଳେ ଡେଲିଭରି କରାଯାଇଥିବ ପ୍ରଷାଧନ ସାବଗ୍ରି ଏବଂ କାର୍ଯ୍ୟଳେ ଉପଜୋଗୀ ସାମଗ୍ରି ଗୁଡିକ ଖରାପ ଥିଲା
567,ଏହି ସପ୍ତାହରେ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ଅଛି କି
568,ପଞ୍ଜି କୃତ ମୋବାଇଲ ନମ୍ବର ଛଅ ସୁନ୍ ନଅ ନଅ ନଅ ସୁନ୍ ଏକ ସାତ
569,ଚାରି ଛଅ ନଅ ପାଇଁ ଦୁଇ ହଜାର କୋଡ଼ିଏ ଦୁଇ ହଜାର ଏକୁଶି ସିକ୍ଷା ବର୍ଷରେ ଆବେଦନ ହୋଇଥିବା ସମସ୍ତ ନୁତଣା ବେଧାବତି ଆବେଦନ ଗୁଡିକ ଖଜ
570,ଉଭୟ ଭଲିବଲ ଏବଂ ନିକମ ବଲ ପୁରୁଣା ଖେଳ ଥ୍ରୋବଲ ସହିତ ଅନେକ ସମାନତା ଅନ୍ସିଦାର କରନ୍ତି
571,ଘର
572,ସିଲମ ସିଲମ ରାଜ ରାମଲିଙ୍ଗ ରେଡି ଏବଂ ରାଣି ଜାନକି ବାଇ ସିରନା ପଲା ଗା ର ଜମିଦାର ଥିଲେ
573,କିଛି ସ୍ଥାନି ଦାନ କିମ୍ବା ସମ୍ପର୍କିଅ ଆମର ପାଖ ଗାରେ ପୁନେଇ ଦିନ ଦିଆଯାଇଥାନ୍ତି
574,କରନ୍ତି ସେମାନେ ଅଛନ୍ତି ଜିଏ ଧନି ଲୁକ ସିଏ
