id,w2v
571,ক তা র ু দ ্ ে   কা নে   দ ল্ ড ক া র  যা ব া র এ ক টা   আ গা দ   থা ক ে     ডা ই ম মা রা র  স ম য়   বু ক ে  এ ক টা  আ গা র  ল ে গ ে  যা ওয়া রো   স ম্ভ ব না  থা ক ে   
572, স ে ই স ব  আ গ া র   তে কে   প্র তি রো ধ  ক র া র  প ত ম হ চ্চ ে   কা ন ে র এ ক টা  আ প ন া র   ক ্যা প   ট া ই   প ে   প র া  থ া ক ে   ত েই   ক া ন ে   উ ল ট া   প ড়ে  য দি  স া তা রো   র া   ক রে   তা র  কা ন ে   জ ল ্ ড লা র  স ম্ব ন া  থা ক ে   না   
573, আ র  বু ক ে  আ গ া ত তো  আ প নি     শ ু ই ম ি ং   ক ষ্ টু ম   তো   প ড় তেই  পা রে ন   সে টা  এ ম ন  এ খ ন   হ চ্ ছ ে   বু ক ে র এ ক টা  স্ পে শ া ল   ব্যা নড   টাই প ে  থ া ক ে  যে টা  আ ম রা   স া ত া রে   
574,ু ক ে র আ গ া র  লা ল   ত রে   আ র  গ গ স  চ ক ে র   জ য়া   গ গ ন স   প র ত ে ই  হ ব ে   ক া র ণ   স ু ম ি ং   পু লে   জ ল ে  এ খ ন   ক ্লো র ি ং দ ি য়ে   জ ল টা কে   স চ্  ক রা  হ য়   
575, য ে টা ত ে  ই ন্ ফ ে ক্স   ে আ প না   স ং গ্র প ণ  যা তে   ব া চ্ চা দে র  না  হ য়   স ে ই জ ন্য   স া তা র ু দ দ ে   চ ো ে  গ ব ল   অ ব স্ থ ই   প ড় ত ে  হ বে   য া তে   তা দে র  চ ো খ ে  ক ো ন   স ং ক প   না  হ য়   
576, এই স ব   স া ব দা ন  অ ব ল ম ন   ক র ল ে   স া ত র ু দ ে র  ভ বি ষ্য তে   ক ো নো   জ া য় গা ই   যে ন   দে র  আ গ া র   না   লা গা   স ম্ব ম না   খ ু ব   ক ম  হ ত ে ক ে   
577, আ ম ি   গ ব ি ন্ দ   স্ ট ো র   থে কে এ ক টা   ই ড া স বি ন   কি নে   ছি লা ম   সে ই   ড া স বি ন টা   ফে নে   ঘ র ে  আ না র   প র  দে খ ি   স ে ট া  ফ া টা   বে র ়   সে টা  আ মি   কি ছু দি ন ব্য ব হ া র   ক র তে  পা রি  ন া   তা ই  আ মি  র া স বি ন টা  নে ওয়া র  প র  ঠ ো ক ে  গে ছি লা ম  
578,ভ া র তী য়   ম ি ড ি য়া   স ং ্ প র   কে   আ ম া র  ক ি ছ ু   ব লা রি   নে ই   কা র ণ   আ মি  এ খ া নে   ব্ে ক্ তি গ ত   ভ া ব ে   ক ু ব ি   
579, দ ু স্ ট ি ন  তা য় আ জ কি   ম া নে   এ ই   ভ া র তী য়   মি ড ি য়া   য দি   এ র ং ভ া ব ে   অ প্র া স ঙ্গী   খ ব র   দি তে   থ া ক ে   এ ব ং  স ব   স ম য়   আ ম া দে র  স ম া জ কে   হু ল   দ ি কে   চ া লি ত   ক রে   
580, ত া তে   মা নু ষ রা   য া রা   আ ছ ে ন   য া র া   এ ই   খ ব র  বা   ত ত্ ত   প ে   থ া ক ে ন   পু র ো   ফ ু ল   দি কে   চ া লি ত   হ য়   এ ব ং   গ টা র  স ম া জ   এ ক টা   ফু ল প ত ে   চা লি ত   হ য়   এ ই   খ ব রে র দ া রা   ভ া র ত ী য়   ম ি ডি য়া র  প্র তি   আ ম া র  এ ক দ ম ই  আ স্ থা নে   
581, এ ব ং   আ মি   দে ক ি   ক য়ে ক ট া   মি ডি য়া   ত   সে   গু লো   মি ডি য়া  চ ্যা নে ল   সে   গু লো   হ লো   চ ব বি স  ঘ ন্ ট া   
582, আ ন ন  আ ন ি ও স ট ি ব ী   জ ঙ্ গ ল   ম ঙ গ ল   এই ত্ য া দি   এই ছ া ড়া  ও অ নে ক   
583, ম ি ট ি য়া   জ া নে ল  আ ছ ে   বা   নিউ জ  চ্যা নে ল আ ছ ে   কি ন্তু  কো ন টা ই   আ ম া র  ব ি শ ে ষ   ভ া বে  যে   খ ু ব   ভ া লো  লা গ ে   ত া  ন য়   কা র ণ   স ব ক টা ই   
584, ক ো ন ো না   কো ন ো   এ ক টা   স ং স্থ া র  দ া ড়া   চ া লি ত  হ য়   ত া রা   ম ো টা   টা কা  দি য়ে   গো টা   মি ড িয়া   চ্যা নে ল  গু লো কে   ক ি নে   রে খ ে ছ ে   
585, এ ব ং   তা রা   যা   যা   ত থ্ য   দ া ন   ক রে   তা রা   এ ই   মি ডিয়া   এ ব ং  খ ব   ম ি ড িয়া   গু লো   স ে ই   খ ব র  দ ি য়ে ই   আ মা দে র  কা ছে   সেই   খ ব র   গু লো ই   পা ঠ া য়  এ ব ং  
586, স ে ই   জ ন্যে ই   আ মি   এ ক দ মি   ভ া র ত দী ও   মি ডি য়া স   ও প র  এ ক দ মই  আ স ্ ত া রা ক ি না   
587, হ্যাঁ   আ ম ি  আ প না র   ক ্যা ব   বু ক  ক র তে  চা ই   ম ে দ নী   পু র   য া ব   া   বা ড়ি   থে কে   
588, ও ই   বা ড়ি  য া ব া   বা ড়ি  থে কে   বাড়ি  প ন ্ ত   তো   ক ে ব আ স বে  না   তা র  জ ন্য   স া ম নে র  ম ো ড়ে  যা ওয়া র   জ ন্য   আ প না র   ক ো ম ে  ও ঠ া র   জ ন্য   ক ো নো   কি   গা ড়ি  পা ওয়া  য া ব ে   
589, স ে ই  ব্যা পা রে  আ মি  জা ন তে   চা ই ছি  আ র   ক ি  য া তে   বা ড়ি  থ ে কে  ও খা নে   গিয়ে   আ প না র  ক্যা প   ধ র ত ে  প া রি   আ র  ক্যাম্প ে   ক রে  আমা কে   মি দি রী পু র  যে তে   হ বে  ও খা নে  আম া র   বে শ ে স্   ক া জ আ ছ ে   
590, ত া র   জ ন  ন   ও খ া ন  থে কেই  য দি  কো ন   কি ছ ু   ক া ড়ি   আ ওয়া   য া য়  ত া লে  খু ব  স ব ী ধা  হ য়ে আ র   ক ি   বা ড়ি   থে কে   
591, পা ছ ে র  ম ড ে  যা য়া র   জ ন্য   ত  এ টা র   ক ি ছি  ক ো নো   ক ি   ব্য ব স্ থা  আ ছে  য দি  আ প নি  এ ক টু   ব ল তে  প া র ে ন তা লে খ ু ব  স বী তা  হ য়   তে লা  মি  আ প না র  কে   প টা   ব ু ক  ক র তা ম   
592, ম া জ   ধ র া কে   প ে স া ই স ে ব ে   আ র ো   ভ া ল ো   এ ব ং   স হ জ   ক র া র  জ ন্য   স র কা রে র  ক া জ   থ ে কে   য ে   স ক ল   স য়া ত া র  প য় জ ন   স ে গু ল ো র  ম ধ্যে হ ল   
593, জ া য় গ া   স ে ই   গ ং   স র কা রে র  য ে   খ া জ   জ া য় গ া ছ ে   স ে খ া নে   পু কু র   ঘ ণ ন   ক র া   এ ব ং  প র ব র্ ত ি তে   স ে খ া ন ে   জ লে র ব্য ব স্ থা   ক র ে   মা র চ ্ চ া স   ক রা   এ ব ং   স ে  মা জ  গু লু কে   ব ড়  ক ড় ে   তো লা র  জ ন্য   স র ক া রি  অ নু দ া নে   
594, স ে ই   স ম ম া ত্দ া স ী   দ ক ে   খ া ব া র  দ ষ টে  ও ট ক র া   
595,খ া ব া র  স র  ব র া   ক র া   এ ব ং  প র ব র্ তীি ত ে   ম া জ গু লি   ব ড়  হ য়ে যাওয়া র   প রে   স ে গুলি   বা জ া য া ত   ক র নে র  জ ন্য   বা   চ া স ি র া  জ া ত ে   স ট ি ক  ম ল লে   বি ক ্ রি   ক র তে  প া রে   ত া র  স ু ব ে অ ব স্ থা  য দি   স র ক া র   ক র ে   ত া হ লে   স ক লেই   খ ু ব   উ প ক ৃ ত   হ ব ে   
596,কি ছু   কু স ং স্ক া র ক র ত ম   স ম া জে  এ খ নো  র য়ে  গে ছে   তা  আ ম া দে র কে  অ ন্য ত ম  হ চ   ছ ে  রা স্ তা   ব ে য়া র রা স্ তা ই   য দি   বী ড়া   রা স্ ত া     এ পা র্থ ি কে  ও প া র  য দি   বী ড়া ল  হ য়ে যা য়  ত া হ লে   সে টা  এ টা   দু স ং স া র  গ ল া ়   ধ রা   হ য়   
597, স ং গ ে   র া ব ে ত ি   
598, 
599,্র থ ম থে কে এ কটা   শ ক্ ত  জ ম ী র উ প রে   প্র তি ষ ্ চ ি ত   আ র এ খা নে   য ে   প রী ক া ঠ ম া  র য়ে ছ ে   ত া   ব্যা ন্ড   ও ই   
600, ক রু ন   বা   গ ন্যা ন্য   স ু য ো গ   ু বি দ া   স ে  গু লো   ক ো ন   শ হ র   থে ক ে ই   খ া রা প   ন য়  প শ্চি ম ঙ্গে   অ নে ক গ ো ল ো   ব ে স ং স ্ ক া র ী   প্র য ক্ত ি   ক লে জ  প র ি চ া ল ন   ক রে   এ র ক ম এ ক টি   স ম স্ ত া   টে ক নো   ই ন্ডিয়া র   ম্যা নে জি ন ড ট া  এক টা  স ত্ য ম  রা য়  চ ৌ ধ রী  ব লে ছি লে ন  যে   ক র্ম স ম স্ থা ন  বে রে ছে   ব ি পু ল   প রি ম া নে   এ টা ও   ত থ্য   প্র য ক্ তি র ক্ষে ত্রে   যে  উ ন্য ত তি  হ চ্ছে   ত া র  প্র ম া ণ   
601,উ নি শ শ  আ ঠ া ন ক   ব য়   স া ল ে র   ব া র স  থ ে কে  তো র স ই ং জি ন া র এ খা নে  ক া জে র  স ু জ ব   প ে ত ে ন  এ খ ন  এ ই   স ং খ া টা   প ৌঁ ছ ে ছ ে   তি ন ি  স া জ া   
602, ব য় স ্ ক  মা ন ু ষ্ষ ে র া   ক ী কে ট  ফ ু ট ব ল   ভ ল ে  স ম ষ্ ত   খ ে লা ই   খ ে লা  ধ ো লা ই   ক ড়ে থ া কে   কি ন্ তু   
603, ব য় স ক  মা নু ষ ে র  ক ে ক তে   খ ো ট ব ল ল   খ ে লা  ধ ু লা র  থ ে ক তে   ব ড়  ব ল ক ি   ব া রে র  প র ি   ব তে   ছ ো ট   ব ল  ক ি   ব া র   ক র ে   ছ ো ট ব া সে  খ ে লা  ধ ু ল া   ক র   থা   কে   অ ল ্ প ত উ র ে র ম া ধ্য মে   
604, এ ব ং  ক ্রি কে ট খ ে লার থ ে ক তে   ব ল লে র   থ ে ক তে   ব র্ ত মা নে   ফ ু ল   ক ি জ  ব লে র  জা গা   স ট ে ল ং   ক থা ত  এ ক কা ছ ে   দা ঁড়ি য়ে   ব ল ক রে  আ রে  এ ক জ ন  ব্যা ট  ক র ে   স েই  ভা বে   খ ে লা  ধু ল া  ক ড ে  থে কে   
605, এ ছা ড়া ও   এই  হ ওব়ে তারা খ ে লা  ধু লা  ক ড়ে  থা ক ে   এ ক জদ ন  প্রা প্ত   ব য় স  এ ক দ ন   পূ র্ণ  ব য় স   ক   দো য়া ন   ছ ে ল ে  যেই ভা বে  খ ে লা   ধু ল া   ক রে   যে ই ভ া বে   প রি শ ম  ক র তে প ার  এ কজ ন   ব য় স কে  ব য ক্ তি   স ে ভ া ব   প   ক র তে  প া র ে   না   কি ন্ তু   স ে  তা র  ব ্য ক্ তি হী   হি স সা   ব্য ক্ তি   ভে দে র  বি ক্তি তে   স ে তা র   স া ম ত  থ  ও ন  য া য়ই   
606, স ে   খ ে লা  ধ ু লা র   মা ধ্য মে র  প র ি ব র্ ত ন  ক র ে  যে ম ন  ফ ু ট ব ল   খে তে ছ ো ট ব ল কি ং বা র ক ্রি ক ে টে র খ ে ক ত ে   ফ ু ল   পি ছে র জ ায় গা ়ই   ছ টে  ল ঙ ব ল   প র ে   বা   জা য় গা   অ ল  ক থা গ লে   সে কে তে   ছ ট প ি জ   ব ল  খ ে লা র মা ধ্য ম ে   সে তার  খ ে লা  ধু লা  ক রি   খ ে লা   ধু লা  ক র তে  পা রে     
607, আ মা র  স ো র া ষ্ ট্র   গ্রা ম ী ন   ব্যা ঙ্ ক এ ক া উ ন্ট  স া ত   ছ য়ই   দু ই   ত ি ন চ া র  আ ট  দ ু ই   আ ট  ত ি ন   আ ট   আ ট   ছ য়   চ া র  স া ত   নি ও নো   এ স বি  আ ই   স ম ত্র ন   ক রে   কি ন া   তা   প রী ক্ষ া  ক র তে   পা রো   
608, ং লা  ব া স া র  ই তি হা স   অ থ া ৎ  প ৃ থি বী তে   প্রায়   চ া র হা জ া র  ভ া স া  প্র চ লি ত  আ ছে   এই  ব া জ া গু ল ি ক ে   ত া দে র  মূ ল ি   ভু ত  সা দ্ ে শ্য ে র  ব ৃ ত্ তি তে   তু না না ম ল ক ব া বো  ব া া দ ত ্ দা র  প দ্ম তি  স া হ ত যে   ক য়ে ক টি  ভ া জায়  ভ া গ  ক রা   হ য়   
609, এ র ম ধ্য ে  এ ক টি   ভ া ষ া ব ং শ   হ ল   ই ন্ দ   ইউ রো প িয়   ভ া ষা ব ং শ   এ ই   ই ন্ দ   ইউ টিউ প ি য়   ভ া ষ া ব ং শ ে র  লো ক ে দ ে র  আ দই  ব া স স ্ থা ন   ছি ল   র া স ি য়া র  উু ড়া ল   প র্ ব ত ে র   পা দ দে ছ ে   সে কা ন  থে কে  আ নু মা ন ি ক   প চি ষ্য   ক ৃ ষ ্ট প ূ র্ বা ব ্দ ে র  কা চ া কা ত ি  স ম য়ে   তা রা  বি ভি ন্ন  স্থ া ন ে   চ ড়িয়ে   প রে   এ ব ং   এ ই   বি স্ত া রে র  ফ লে   তা দ ে র  ভ া ষ া য়   ক ্র ম শ   আ ঞ্ চ ল ি ক   পা র্ থ ক ্য   ব ৃ ত্ তি  প া ই়   
610,প ল ে   ই ন্ দ ইউ রূ প ী য়   ভ া জা ব ং শ  থ ে কে   প্র ত ম ে   প া জ টি   প্রা তি   প্রা জ ী ন  ভ া জ া র   জ ন্ম  হ য়  এ র  ম ধ্যে এ ক টি  হ লো   ই ন্দ   ই রা নী য়  ভ া জা ব ং শ   
611, ই ন্ দ ই র া নী ও  ভ া জা ব া স ি র   জ ন ব স চ ি র  ল ো ক ে র া   নি জ ে রা  আ র জ ন আ মে   অ ব ী হী ত   ক র ত  ব লে   স ং ক ী ত ্ন  অ র্ থ ে   এই  ভ া জ া  ট ি কে   আ র জ   শ া খ া   ব লা  হ য়   
612, এ ই   আ র জও  ব া জ া  থ ে কেই   প র ব র্তী  কা লে   বা ং লা  ব া জ া র উ দ্ প  হ য়  ত বে   আ র জও  থ ে কে  ব ি ব র্ ত নে র  প র ব র্ তী  থ া প তে ই   বা ং লা  বা া র   উ দ্ ভ ব   ঘ টে নই   বে শ  ক য়ে ক টি  স্ ত র  অ তী ক্র ম  ক রে   ত বে   জে   বা ং লা বা জ া র  উ ত্ প ব   ঘ টা ছ ে   
613, আ ন মা নে ক   প নে রো চ  ক ৃ শ্ট প র ্ব া ব ্ত  থ ে কে   ব র ্ ত মা ন  স ম য়   প র্য ন ত   ভ া র তে ও   আ র জ মা চা কে আ বা র  তি ন টি   ভ া গ ে  ভ া গ  ক র া  চ া য়   
614, প্রা চী ন  ভ া র তীয়   আ র্ য ব া া   ম দ্য  ভ া র তীয়   আ র্ য ব া স া   এ ব ং ন ব্য  ব া র তীয়   আ র্ য বা স া   ন ব্য ভা র তীয়   আ র্ য ব া স া র  ক া ল  চ ি মা  হ চ্ ছে   ম ো টা মু টি   ন শ   ক ৃ ষ্ ট   শ ৃ ষ্ টা ব ্ত  থ ে কে   ব র্ ত ম া ন   স ম য়  প জ ন্ ত   প্রা চী ন  ভ া র তীয়   আ র্ জ ে র  দু টি   রু প   ছি ল   স া হি ত্য ি ক া র   ক ত   
615, ত্ ম রূ প্ তি   চ া র টি  আ ঞ্ চ লি  ক ু প ব া জ া   ছি ল   তো   এই   ক ত্ ম  উ ব ব া জ া  গ ু ল ি   লো ক মু খ ে   স া ব া ব েই  ভ া ব ে   প রি ব র ্ ত ন  ল া ব  ক র ে   য খ ন   প্র া ক ৃ ত  ব া স া র   র ু ক   নে য়   ত খ ন  ম দ্ য   ব া র তে য়  আ জ ব া জ া র   জ ু গ  সু জ ি ত   হ য়  
616, চি ন  ভ া র ত ী য়   আ র জ ে র  ক ত্ত র প গ ু ল ি   চ া ক তি   প্রা ক ৃ ত   উ প ব া স া র   জ ন্ম দা য়   যে ম ন  প্রা ত্র  থে কে  ব া চ চা ত ত   প্রা ত্র  থে ক ে   ম দ্ত  প্রা ক ৃ ত   উ দ্দি চ্ চ  থ ে ক ে   উ দ্ ত র  প শ ্চি ম া  প্রা ক ৃ ত   ম দ্য  দে শ য়  তে কে   দা খ ি ন া ত   
617, এ র প র   প্রা ক ৃ ত  ব া জ া  র ক ন  ব ি ব র্ ত নে   দ ি ত ী য় স  ত রে   প ৌঁ ছ য়  ত ক ন  ম র ত  এ ল ম   চ া র  র ক মে র   ম ু ক ি ক   প্রা ক ৃ ত   থে ক ে   পা চ   র ক ম ে   চ া য়ে ত দি ক  প রা ক ৃ ত ে র  জ ন্ম  হ য়   
618,ক ৈ ষ া ত্ রি   ম হা র া ষ্ট্রি যও   স র   স ে নি   অ র দ ম ম া গ দি   এ ব ং ম া গ দি   ছ ি ল   শ ু ধু   স া ইি ত ্য ে র ব্যা ব র ত   প্রা ক ৃ ত   
619, যে ম ন   প ৈ স া জি  প া ক রি ত  থে কে   প ৈ স া   জি   অ প ্ র ং শ   ম হ া রা ষ্টর  প া ক রি ত  থ ে কে   ম হ া রা জ টরি  অ প প ্র ং শ   স ো র স ে নি  থে কে   স ো র চে নি  অ প প র ং শ   অ র্ দ মা গ দি  থ ে কে   অ র্ দ মা গ দী   অ প প র ং শ   এ ব ং  মা গ দী   প া ক রি ত  থ ে কে   ম া গ দী   অ প প র ং শ   ত ৈ র ি   হ য়  
620, এ র প র  ভ া র তী ও   আ র য  ব া স া   ত রী তী যও়   জু ব ে  প দা র প ণ   ক রে   এ ই   স ম য়   এ ক ে ক তি ও অ প প র ং স  থে কে   এ কা ধ ি ক  চ   ভ া জ া   জ ন্ ম লা প   ক রে   
621, য ে ম ন   প ৈ় শ া চ ি  অ প ব র ং শ   ে কে   প া নঞ্ জ া ব ি   ম হ া র া ষ্ট্রী  অ প ব ং শ  থ ে কে   ম া রা ট ঠ ি   স ো র   স ে নী  থ ে কে  হ ি ন্ দী   অ র্ দ ম া গ দী  থে কে   অ ব ত ী   
622, র   মা গ দী   থ ে ক ে   প শ্ চি মা   ব া   প ু র ্ বী   দু ন া ম ে  দু টি  ভ া গ ে  ভ ি ভ ক ্ ত  হ য়ে  প ড়ে   এ র ম ধ্যে   প ু র্বী  ভ া স া ত ি   ব ঙ্গ  আ স মিয়া   আ র   ও র িয়া ই   
623, প র ি ব র্ ত  ন ত ী  লা ব   ক র ে   প র ব র্ তী কা লে   ব ঙ্ গ স ম ে  আ  বা সা টি   আ ব া র   বা ঙ লা বা স া র  উ ত্ভ ব   ক টা   
624, ত ি র ে স্ প ্যা ক া ট  ক ্যা র ো বে র ি   ডে য়া র ি   ম ে ল   জ গ লে ট   এ খ ন   ক ত  র া গ া ব ি ক ি  হ চ্ ছে   
625, ু র ি  হ া জা   প ি রলি   প া   জ া   চ ল লি   প া   জা র   প ঁ জ া   া   জা   স া ধ া   জা   
626,প শ্চি ম ঙ ্ গ   ব ি হ র   ঝ র ক ন   ম দ্দ ব দে র উ ত্দ ব দে শ   
627,প াঁ চ   স ে প ট ে ম্ব র  স দ ্ ত   স ে র   প্র য়ে র ি   ছ া প প ি শ ে   জ া নো য় ডরি   প ো না র ই  আ গ স ্   প ো ন া র ই   জ ু ন   
628, আ ব া র  এ খ নো   অ ব ্দি  লে খ া   স ব চ ে   প্রি য়   ক বি তা   য ে ট ি  আ ম ি  লি খ ে ছি লা ম  তা র  বি ষ য়  ব স্ ত ু   হ ল ো   
629, রা স্ তা   ঘ া টে   চ লা র   স ম য়   ম হি ল া দে র  য ে   স ম স্ ত   স ম স ্যা র   স ম্মু খ ী  হ তে হ য়   বা   রা ত্রি র  অ ন ্ ধ ক া র ে   য খ ন   ম হি লা ড়া   ন ি জে দ ে র কে  নি র া প দ   অ নু ভ ব   ক র তে   পা রে ন  না   
630, ত খ ন   তা রা   ক রে ন ক ি   আ মি   স র ্ প দা   ই ং রে জী   ভ া স া তে   ল ি খ তে   প ছ ন্দ   ক রি   এ ব ং  আ ম া য   এ   লে খ া টি   লি খ তে   ও  ল ু প্রা ণ ত   ক রে ছে ন  আ মা র  ব া বা   ক া র ণ  ত ি নি   স র ্ প দা   ছ ো ট   থে কে ই   আ মা ক ে   উ ৎ স া হি ত   ক র ে ছে ন  
631, অ নে ক   ধ র ণ ে র  গ ল্ প ে র  ব ই   লে খ া ল ি   ক ি   ম্যা গ া জি ন   ই ত ্যা দ ি   প ড়ি য়ে   এ ব ং  ত ি ন ি ও   লে খা ল ি   ক ি   জ গ তে   আ ছ ে ন  ত া ই   আ মি   ল ি খ তে  ভ া লো বা স ি   ন ি জ ে র  বা ব া র  অ ন ু প ে ডর না য়  
632, 
633, স   আ ম ি   এ ক ব ন   ব ছ ি   য   আ প া   ক ি   থ ি ত ে  ব ো ক া রা ছ ে   
634, হ   আ বা র  আ া  এ ক ি ক ি   স ব য ি   ক ি ং ব  ব ল ে আ প না ক ে   বি গ ন ত া  ক র তে মা নে  অ গ ি ং  অ ড া  দে ব ো   এ ক ট ু   স ব জ ি   হ্যা   তো  আ প না   দ খ নে   ক ি দি  পা ওয় া ক া য়   ক ি  ক ি   ক ল ত ে   
635, 
636,   আ লো   ক ত   ক রে   ক ত ব লো   তে ত ে  আ লো   
637, 
638, আ চ া   আ ম ি  দে দে এক ু   ব ে ত ি   ক রে   ন ি য় ে ত লা  আ প ন া  কে   গ া ম টা ক ি  ক হ া ত ব ড়   ব এ ক ট ু   
639,   ক ল ব ে ব া ত ে   প া ধ ক ে ব ল ব ে ম 
640, ব া ত ে ষ ট া ব া ন া   আ প নি  আ স   এ ক  য গী ব   ব ে   আ প না দ ে   
641,এ তা র  য খ ন  আ প নি দি দে   ক ু  দ া ম ক ম   ক রা ন ত া লা আ ম ি   ব া কি   ক গ ী ও   নি তে   প া র ি   সে জ ন্ ে   ব ল ছ ি   এ ক ট া   ক ত ল  ক তা   ব লে   
642, ব ব র ন 
643,   ও দ ট   ক   ম ব ে ন   
644, এ ক ক ী গ ন   ত গ ে   ব ু ল   
645, ক ত া ল িী   ক া ক ে   দী ন ব ব ল ত্রী   ম া ত প ম   ত া ল ি   
646, ল া ন া   ত ল ি ত া ক ক ন   ক ল ে   ত া ক ব ন   
647, ম া ল া প  প া থ ে ত ী   ন   আ ম ি  ক া গ ে ত ি   ন ব  ব ল লি স া র া   
648, ক ি ত   আ ম ে বে   শ ু ধ  এ ক া   স ধ ী   দ  ন ি ক ছ ি ন া ং   আ ম ে   ত   আ লো   ন ে চ ছ ি   
649, আ প না ্ বি ম নে ব   আ র  বা ড ো চ ন  ক া প রি স ে ই   নি ব   ই   ক া র ণই  আ মি   ব া ং গ লো  এক টু   ক ম   ক র তে   ব ল ছ ি   ি  আ জ   ক ত া   ক রে   
650, ক ল ম   এ ব ক ম  ব মবে ন া ম  
651, প ক ক র   ভ গ   ব গ দ   
652, আ চ্ ছ া   আ প না দে র  দো ক া নে   ক ে   এ ম ন  কো ন  অ ং ম া নে  লো ক ক ন আ ছে   ে  আ মা র  বা ই টে   ক ু  দ ে ন  ব রে   দি  যে তে প র বো   স ব য ি  গে লো   আ ম ি  তা র  ম া তে   টা ক া তো  দি য়ে ল ি তে  ম া র ন ি   
653, 
654,আ জ ব ছ ে   আ জ ট া   আ প ন া ক ে   গু গ ু ল তে ছ ে   
655, 
656, হ া ম া র   আ   আ প না র  দ ক া ন ্ ক ত ভ া ই   দ ন ্য   
657, ও   ত া হ ং   ত ং   স ে ন হ 
658,আ আ   আ ম ি  এ জ ন ক া   ক ি নে  ন া ম বা প া   প ে ল া ম  মা ন  আ ম ার  এ গি ন   খ ু ব  আ য ে ন   দ লর ক া র  গু ছ ি ল ে ন  ত া   ম া ন ে  আ ম দে  য া  আর ম া ত ে   স ম য়ে   ন ে ই   এ ই   ক া র ণ ই  আ ম রা এক জ ন ক ি   ল্যা প   দ য়ে ছ ি   ত া আ প না ক ে   প্রে  আ মা র  স ত্ তি   খ ু ব  ফ ে ল ত  ক লো   য দি  এ ক তু  ভ া ম  গু লো  ক ো ম   ক র ে ন   কা লে   খ ু ব  ভ া লো  হ য় 
659, আ জ ক ে হ্যা   হ া হ া   ব া ই টে   ক ব ে   শ ো ন া ত ে   ত   প ু হ   ব ব া লা  থ ি কে   
660, ত   
661, 
662, া ব ি ি   ব   
663, 
664, হ্যাঁ   আ ম ি   আ ম ি  আ পনি  প া থ ে নে   আ ম  আ প নি  ব া ক ত ে নি   হ্যা   র ি   ম া   আ ব ে   
665,ঠ ে গ ে   থ ে গ ে   ও   ক ক ন   ল ব   ত া গ ে ভ ী ম ত   
666,্যাঁ   আ ই     জ   প ে া   ক ন ে ব ো   আ র  ত ো   আ প না র  স গ ে বি ন  ম ত   স গ ন ন দ ো   দে ব ি ন   
667, আ প না   আ া র  ঝ ু ম ে  আ ছ ে   ঝ ু ং ে   ব ে 
668,আ ব ট া ং স ি ন ে তা ল া   এ ক ে   দ ি ভ ি ং ে   এ ক ে   ব ি ম ত   দি দ ে ব ে   
669, হ া ম া   ক ি ং  এ ক ট া ক ব   দ ি ব   আ ব আ ব ব   ক া   শ ু ধ ি   প া ক ন ো   ক ল ে ব ে ন   
670, 
671, ক হ ে ন   এ ন   এ   হ  আ বা র   থ ে ক ে   ত হ ে ত ি 
672, ব ি ষ য়   ব ু ল তে   স ে   ক ষ ে ত্রে   অ নে ক কি ছ ু ই   ত ো   স ন ্দ ে হ   প্র ব ন  হ য়ে   থা কে   তা র ম ধ্যে   ব র্ ত মা ন   স ম য়  এ ক টা   জি নি স উ ঠ ে   স ছ ে যে ত ে ত ি ও   লি ঙ্ গে র ব্যা প া র টা   
673, ত ৃ তী ও লি ঙ্গ ো  ব ল তে   যে   স ম স্ ত  য ে ম ন   ছ ে লে   ব া   ছ ে লে   ছে লে   স া ত ে   ছ ে লে   স ম্ প র্  ক মে   স া থ ে   মে য়ে  যে  এ ক টা   স ম্ প র্ কে র  ব ি জ   ত ৈ রি  হ য়ে ছে   ব র্ ত মা ন   স ম য়   আ ব া র  ব লা  য ে তে   পা র ে   যে   
674, ছ ে লে   ন   জ ন্ ম গ ত   ছ ে লে   স ু ত্ত র   থ ে ক ে ও   সে   মে য়ে র  দি কে   ঝ ো গ   বে শি   স ে   তা র   লি ঙ্ক   প রি ব র্ত নে র  ম া ধ ্য ম ে   ছ ে লে   থে ক ে   মে য়ে র   প রি ব র্ ত ন  হ চ্ছে   সে   খ ে ত ্ত রা  হ য় তো  এ ক টা   আ র  আ র ঙ্ গ ণ   ত ৈ রি  ক রে ছ ে   ভ া র ত ে   
675,সে  ক ে ত্রে   হ য়   ত ো   স ে ই   বি ষ য়   ন ি য়ে  ল ে খ া টা  এ ক টু   স ন ্দ ে ব   জ ন   ব লা   যে তে  ব া র ে   কা র ণ   এ ই   এ ই   বি ষ য় টা   নিয়ে   তো   অ নে ক টা ই   
676, স ন্দে হ ে র ব্যা প া র  র য়ে ছ ে   সে  ক্ষে ত্রে   অ নে কে   এই  ব ি ষ য়  ন ি  ক থ া  ব ল তে  য া য়   না   আ বা র   বি ষ য় টি কে   নি য়ে   এ ক টু  আ লো চ না   ক র তে  চ া য়  না   সে  ক্ষে ত্রে  এ ক টা   স ম স ্য  র য ে  আ ছে   
677,প শ্চি ম ঙ্গ   ব ি হ া র  ও বি স্স া   ঝ া র ক ন ক ন ্না ট ক   
678, আ ম া দে র  প শ্ চি ম  ব র দে   ম নে   অ নে ক   ক টেই   উ ৎ স ব  আ ছ ে   তা  আ ম া দে র   প্র দ া ন  উ ৎ স   দ ু র গ া   প ু জ  হ ছ ে   
