id,w2v
424, ਉ ੱ ਧ ਪ ਾ ਦ ਿ ਂ   ਕ ੈ ਚ  ਪ ਿੰ ਗ   ਤ ਿ ਰ ਾ ਕ ਲ ੋ ਣ   ਵ ਾ ਪ ਿ ਸ   ਭ ੇ ਜਿ ਤ ੋ ਆ   
425, ਨ ਿਊ   ਜ ੋ ਰ ਿ ਕ   ਸ ਿ ਟ ਿ   ਲ ੈ ਨ ਦ ੈ ਨ   ਰ ੋ ਖ ੀ ੋ   
426, 
427, 
428, 
429, 
430, ਪ ਗ   ਮ ੋ ਕ ਿਆ ਂ   ਤ ੇ   ਲ ੋ ੇ ੀ ਸ ਾ ਬ ਦ ੇ   ਕ ਪ ੜ ੇ   ਪ ੈ ਂਣ   ਦ ੇ   ਹ ਨ   ਜ ੇ   ਗ ੱ ਲ   ਕ ਿ ੱ ਤ ੀ   ਜ ਾ ਵ ੇ   ਡ ਾਂ ਸ ਰ ਾ ਂ   ਦ ੀ   ਤ ਾ ਂ  ਓ   ਜ ੇ   ਪ ੰ ਜ ਾ ਬੀ   ਡ ਾਂ ਸ   ਕ ਰ ਨ   ਤਾਂ  ਉ ਕ ਾ ਗ ਰਾ   ਚ ੋ ਲ ੀ   ਪ ੈ ਂ   ਦੀ ਹ ਣ   ਜ ੇ   ਹ ਵ ਿ ਆ ਨ ਵ ੀ   ਡ ਾ ਂ ਸ   ਕ ਰ ਨ   ਤ ਾਂ  ਓ   ਹ ਵ ਿ ਆ ਵ ੀ   ਡ ਰ ਸ   ਪ ੈ ਣ   ਦ ੀ ਆ ਂ  ਹ ਨ   
431, ਜ ੇ   ਗ ੱ ਲ   ਕ ੀੱ ਤ ੀ   ਜ ਾ ਵ ੇ   ਉ ਹਨ ਾਂ  ਦੇ   ਸ਼ ਿੰ ਗ ਾ ਲ   ਦ ੀ ਲ   ਤ ਾ ਂ  ਉ ਹ   ਵ ੱ ਡੇ   ਵ ੱ ਡ ੇ   ਝ ੁ ਕ ੇ   ਵ ੱ ਡ ਾ   ਟ ਿੱ ਕ ਾ   ਕ ਈ   ਵ ਾ ਰ   ਸ ਗ ੀ   ਫ ੁ ੱ ਲ   ਵ ੀ   ਲ ਗ ਾਉ ਣ ਦ ੀ ਆਂ  ਹ ਣ   
432, ਸ ਾ ਬ ਦ ੇ   ਲ ੋ ਕ ਾਂ ਨ ੋ ਂ   ਪ ਤ ਾਂ  ਨ ੇ ਂ  ਉ ਦ ਾ ਂ   ਕ ਿ   ਕ ਿ ਵ ੇ ਂ   ਆ ਪ ਾਂ  ਤ ਿ ਆ ਰ   ਹ ੋ ਣ ਾ   ਪ ਰ   ਡ ਾ ਂ ਚ ਰ ਾ ਂ  ਨ ੂ ੰ   ਪ ੂ ਰ ਾ   ਪ ਤ ਾ  ਹੁੰ ਦ ਾ   ਹ ੈ   
433,ਇ ੇ ਕ ਿ ਵ ੇ ਂ  ਤ ਿ ਆ ਦ   ਹੋ ਣ ਾ  ਹੈ   ਕ ਿ ਸ ਮੋ ਕ ੇ   ਤ ੇ   ਕ ਿ ਦ ਾ   ਤ ਿ ਆ  ਰਹੋ ਣ ਾ  ਹੈ   
434, ੇ   ਕ ੋ ਈ   ਇ ੰ ਗ ਲਿ   ਗ ਾ ਨ ੇ   ਦ ਾ   ਹੁ ਜ ੇ   ਕੋ ਈ   ਇ ੰ ਗ ਲਿ ਸ਼   ਗ ਾ ਨ ੇ   ਤੇ   ਡ ਾ ਂ ਸ   ਕ ਰ   ਦੀ   ਸ ੇ ਡ ਾ ਂ ਸ ਦ   ਤ ਾ ਂ  ਉਹ   ਹ   ਸ ਕ ੋ ਡ ੰ ਗ ਡ ਸ   ਪ ੈ   ਦ ੀ   ਸ ੀ   ਜ ਿ ਵ ੇਂ  ਕ ਿ   ਵ ਾ ਈ ਟ  ਕ ਲ ਰ   ਦ ੀ   ੋ   ਹੋ   ਗ ਈ   ੀ ਆ   ਕ ੁ ਝ   ਵ ੀ   
435, ਜ ੇ   ਗ ੀ ਦ ਾ   ਚ ੱ ਲ ਦ ਾ   ਸ ੀ   ਤ ਾ ਂ  ਉ ਹ   ਗ ੀ ਦ ੇ   ਟ ਾ ਇ ਪ ਪ ਾ ਂ ਦ ੀ ਆ ਂ  ਸ ੀ ਗ ੀ ਆ ਂ  ਤ ੇ   ਅ ਵ ਦ ੇ   ਸ ਿ ਤ ੇ   ਸ ਬ ਗ ੀ   ਫ ੋ ਲ   ਵ ੱ ਡ ਾ   ਚ ੁੰ ਕ ਾ ਂ  ਵ ੱ ੇ   ਵ ੱ ਡ ੇ   ਚ ੁ ੰ ਮ ਕ ੇ   ਵ ਾ ਂ ਦ ੀ ਆਂ  ਸ ੀ   ਵ ੱ ਡ ਾ   ਟ ਿੱ ਕ ਾ   ਲ ਗ ਾਂ ਦ ੀ ਆ ਂ  ਸ ੀ   ਤ ੇ   ਸ਼ ਿੰ ਗ ਾ ਰ   ਵ ਗ ਹਿ ਰ ਾ   ਵ ੀ   ਬ ੋ ਤ   ਕ ਰ ਦ ੀ ਆ ਂ  ਸ ੀ   
436, ਮ ੈ ਂ   ਪ ੰ ਜ ਾ ਬ   ਦ ੇ  ਰ ੀ ਤ ੀ  ਰ ਾ ਜ ਨ ਸ ਾ ਰ   ਮ ੁੰ ਡ ੇ   ਦੇ   ਬ ਿਆ ਬ ਰੇ   ਦ ੱ ਸ ਣ ਾ   ਚ ਾੁੰ ਦ ੀ ਂ  ਪ ਹਿ ਲ ਾਂ  ਮੁੰ ਡ ੇ ਵ ਾ ਲਾਂ ਵ ੱ ਲ ੋਂ  ਵ ਿਆ   ਕ ੜ ਾ ਇਆ   ਜ ਾ ਂ ਦ ਾ   ਹ ੈ   ਤ ੇ   ਕੁ ੜ ੀ   ਦ ੇ   ਕ ਾ ਰ ਵ ਚ ੋ ਦ ਾ ਚ ੋ   ਲ ਣ ਹ ੱ ਤ   ਸ ਾ ਹਿ   ਚ   ਠ ੀ ਪੇ ਜ ੀ   ਜ ਾ ਂ ਦ ੀ   ੈ  ਪ ਿ ਆ   ਤ ੋਂ  ਦ ੱ ਸ  ਦਿ ਨ   ਪ ਹਿ ਲ ਾਂ  ਕ ੀ ਤ ਗ ਾ ਏ   ਜ ਾਂ ਦ ੇ  ਹ ਨ   ਤ ਿੰਨ   ਚ ਾ ਰ  ਦਿ ਨ   ਪਹਿ ਲ ਾਂ  ਕ ੜ ਾ ਹ ੀ  ਲ ੜ ਾ ਈ  ਜ ਾਂ ਦ ੀ   ੈ  
437, ਦ ੋ  ਦ ਿ ਨ   ਪ ਹਿਲ ਾਂ  ਨ ਾ ਣ ਕ ਾ   ਨ ੀ   ਲ ਾਉਣ ਦਾ  ਹ ੈ   ਤ ੇ   ਮ ੰ ਡ ੇ   ਨੂੰ  ਵ ਡ ਨ ਾ   ਲ ਾਉਂ   ਦੀ  ਰ ਾ   ਸ ਮ ਜ ੋ ਹ ਾ   ਕੀ ਤੀ   ਜ ਾ ਂ ਦੀ  ਹ  ਪਹਿ ਲ ਾ   ਵ ਡ ਨ ਾਂ  ਮੁ ਡ ੇ   ਦ ੇ   ਮ ਾ ਪ ਲ ੋ ਂ  ਵੱ ਲ ੋਂ  ਲ ਗ ਾ ਇਆ   ਜ ਾ ਂ ਦ ਾ  ਹ ੈ  ਤੇ   ਦ ੂ ਸ ਰਾ   ਵ ਰ ਡ ਨ ਾ ਂ  ਮ ਮ ਮ ਮ ੀ   ਵ ੱ ਲ ੋ ਂ  ਲ ਗ ਾ ਇਆ   ਜ ਾਂ ਦ ਾ  ਹ ੈ   
438, ਸ਼ ਾ ਰ ਾ ਹੋ ਕਰ ਨ ਜ ਰ ਾ   ਚ ੋ ਕ ੀ ਕ ੀ   ਜ ਾ   ਕ ੀ   ਹਾ  ਚਰ ਿ ਚ ਿ ਚ ਨ ਾ   ਗ ਿਾ   ਗੋ   ਚ ਾ   ਜਚ ਟ ੋ ਰਿਆ   ਜ ਾਂ   ਦ ਾ   
439, ਅ ਗ ਲ ੇ   ਦ ੇ ਣ   ਬ ਰ ਾ ਤ   ਜ ਾ ਣ   ਦ ੀ   ਲ ੇ   ਮ ੁੰ ਡ ੇ   ਦੀ   ਭ ੈ ਣ ਾ   ਸ ੇ ਰ ਾ   ਮੁ ੰ ਡ ੇ ਬ ੰ ਦ ੀ   ਹ ੈ   ਤ ੇ   ਭ ਾ ਬ ੀ   ਜ ੋ  ਹ ੈ   ਉ   ਸ ਮ ਾ ਂ  ਪ ਾਉ ਣ   ਦ ੀ  ਰ ਸ ਮ   ਕ ਰ ਦ ੀ   ਹ ੈ   ਫ ੇ ਰ   ਪ ਰ ਵ ਾ ਰ   ਸ ਮ ੇ ਤ   ਗੁ ਰ ਦ ਵ ਾ ਰ ਾ   ਸ ਾ ਬ   ਮ ੱ ਥ   ਟ ਿ ਕ ਣ   ਸ ਾ ਰੇ   ਜ ਾ ਂ ਦ ੇ ਹ ਨ   
440, ਫ ਿ ਰ   ਅ ਨ ੰ ਦ ਕ ਾ ਰ ਜ  ਦ ੀ  ਰ ਾ ਸ ਮ   ਕੀ ਤੀ   ਜ ਾਂ ਦੀ  ਹ ੈ  ਤ ੇ   ਉ ਥ   ਦ ੁੰ ਨ ੇ   ਪ ਰ ਵ ਾ ਰ ਾਂ  ਦੀ  ਆ ਸ  ਵਿ ਚ   ਮ ਿਲ ਨ ੀ   ਹੁੰ ਦੀ   ਹੈ   ਨ ੰ ਕ ਾ ਰ ਜ   ਤੋਂ  ਬ ਾ ਅ ਦ   ਮ ੁੰ ਡ ੇ   ਕੁ ੜ ੀ   ਨ ੂੰ  ਚ ਕ ਣ   ਪ ਾਉਂ ਦੀ  ਰ ਾ ਸ ਨ   ਕ ੀ ਤੀ   ਜ ਾ ਂ ਦ ੀ   ਹ ੈ   ਸ਼ ਾ ਮ   ਨ ੂੰ  ਡ ੋ ਲ ੀ   ਦ ੂ ਰ ੀ   ਜ ਾਂ ਦ ੀ   ਹ ੈ   
441, ਮੁੰ ਡ ੇ   ਦ ੇ   ਕ ਰ ੋ  ੁੰ ਡ ੇ   ਦ ੇ   ਪ ੌ ਡ ੇ   ਡ ੇ   ਕ ਰ   ਪ ੌ ਂ ਜ ਂ   ਦ ੇ   ਮ ੁੰ ਡ ੇ  ਦ ੀ   ਮ ਾ  ਵ ਲ ੋਂ  ਪ ਾ ਣ ੀ   ਮ ਾ ਰ ਕ ੇ   ਕ ੀ ਤਾ   ਜ ਾਂ ਦ ਾ  ਹੈ  
442, 
443, ਦ ੋ   ਕ ਿ ਲ ੋ   ਬ ੋ ਡੀ   ਗ ਾ ਰ ਡ   ਮ ੱ ਚ ਰ   ਭ ਝ ਾਉ ਣ  ਵ ਾ ਲ ੀ   ਕ ੀ ਮ   ਮ ੱ ਚ ਰ   ਭ ਝ ਾ ਉ ਣ  ਵ ਾ ਲ ੀ   ਕ ੀ ਮ   ਦੀ   ਕ ੀ ਮ ਤ   ਕ ੀ   ਹ ੈ   
444, ਨ ਨ ੋ ਹ ੋ ਦ ੇ ਭ ੋ   ਦ ੇ   ਔੋ ਸ ਤ   ਪ ਾ ਨ  ਦ ੇ   ਸ ਾ ਰ   ਦੇ   ਸ ਤ ਾ   ਦੇ   ਕ ੀ ਮ ਧ ਧ  ਹ ੋ   
445, ਮ ੇ ਰੇ   ਮ ੇ ਰ ੇ   ਬ ਿ ਚ ਾ ਰ   ਮ ਤ ਾ ਬ ਕ   ਪ ੇ ਡ ੂ   ਵ ਾ ਜ ਾ ਈ   ਜ ਾ ਤ ਰ ਾ ਬ ਕ ਾ ਾ   ਵ ਿ ੱ ਚ   ਬ ੋ ਤ  ਹੀ   ਜ ਾ ਦ ਾ   ਮ ੁ ਸ਼ ਕਿ ਲ ਾ   ਦ ੋ ਾ   
446, ਜ ਿ ਵ ੇ ੇ   ਮ ੋ ਸ਼ ਕ ਾ ਂ   ਉ ਧ ਾ ਰ   ਜ ਿ ਵ ੇ ਪ ਬ ਨ ੰ ਸ਼ ੜ ਕ ਾ ਂ   ਦ ੀ ਹ ਾ ਲ ਤ   ਕ ੋ ਜ ਾ ਦ ਾ   ਚ ੰ ੀ   ਨ ਾ   ਹ ਣ ਕ ਰ   ਟ ਮ   ਬ ਦ ਲ ਾ ਗ ਏ ਂ ਦ ਾ  ਹ ੈ   ਤੇ   ਵ ਾ ਾ ਈ ਬ ਓ ਤ   ੀ ਯ ੋ ਾ   ਪ ੍ਰ ਸ਼ ਾ   ਹ ੁੰ ਦ ੀ   ਹ ੈ   
447, ਅ ਤੇ   ਸ ਨ ਾ ਲ   ਓ ਟ ਮ   ਤ ੇ ਨ ਹ ੀ ਂ  ਜ ਾ   ਪ ਉ ਦ ੇ   ਤ ੇ   ਜ ਿ ਵ ੇ ਂ   ਜ   ਬ ਸ   ਬ ਸ ਂ   ਪ ਰ ਹ ੋ ਣ   ਕ ਰ   ਨ     ਬ ਰ ੇ ਕ     ਜ ਾ ਦ ਾ   ਨ ਵ ੇ ਨ   ਹ ੋ   ਕ ਾ ਰ   ਰ ਾ   ਚ   ਖ ਰ ਾ ਬ   ਹ ੋ ਜ ਾ ਣ     ਮ ੁ ਕ ਲ ਾ   ਆ     ੰ   ਅ ਤ ੇ   
448, ਵ ਵ 
449, ਜ ਾ ਤ ਰ ਾ ਂ   ਤ ੇ   ਜ ਾ ਂਨ ਦ ੇ   ਸ ਮ ੇਂ  ਾ ਦ ਾ   ਟ ਾਇ ਮ   ਲ ਾ   ਗ ੇ  ਆ ਮ ਦ ਾ   ਹ ੈ   ਸ ਤ ੋ   ਲ ੋ ਕ   ਬ ਹੁ ਤ  ਹੀ   ਯ ੋ ਦ ਾ   ਪ ੍ਰ ਸ ਾ ਮ  ਹੁ   ਦ ੇ  ਹ ਾ ਮ   
450, ਅ ਤ ੇ   ੇ ਡ ੂ ਨ ਮ ਾ ਸ   ਪ ੇ ਡ ੂ ਵ ਾ ਸ ੀ ਵ ੀ   ਕ ਿ ਤ ੇ  ਵ ੀ   ਜ ਾ ਣ ਾ  ਹੁੰ ਦ ਾ   ਹ ੈ   ਅ ਤੇ   ਉ ਨ ਾਂ   ੂ ੰ  ਪ ਜ ਾ   ਮ ੈਂ ਟ   ਦ ੀ   ਵ ਾ ਡ   ਦ ੇ   ਵ ਿ ੱ ਚ   ਇ ਕ   ਘ ਂ ਟ ਤ ੋ   ਵ ੀ   ਯ ਾ ਦ ਾ ਸ ਮ ਾ   ਲ ੱ ਗ ਈ ਆਂ ਦ ਾ  ਹ ੈ   ਚ   ਸ ਨ ਾ ਨ ਾ  ਨੂੰ  ਬ ਹੁ ਤ   ਯ ਾ ਾ   ਮ ਸ਼   ਕ ਰ ਾਉਂ ਦ ੀ  ਹ ੈ   
451, 
452, ਪ ਜ ਾ ਬ   ਦ ੀ ਾ   ਜ ਾ ਹੀ   ਨ ੂ ੰ   ਜ ਾ   ਸ਼ ੜ ਕ ਾ ਂ ਨ ਮ   ਬ ਣ ਉ ਾ   ਜ ਾ ਹੀ ਦੀ   ਅ ਤ ੇ   ਪ ਜ ਾ ਿ ਚ   ਸ ਰ ਕ ਾ ਰ   ੰ   ਈ ਹੀ   ਚ ਾ ਹੀ ਦ ਾ  ਹ ੈ ਕ ਿ   ਬ ਸ ਂ   ਨ ਂ   ਦਿ ੱ ਤ   ਜ ਾ ਣ   ਯ ਨ ਾ ਲ   
453, ਜ ਾ ਤ ਰ ਾ   ਦ ਾ   ਟ ਾ ਇ ਮ  ਵ ੀ   ਘ ੱ ਟ  ਲ ੱ ਗ ੇ   ਅ ਤ ੇ   ਉਹ ਨ ਾਂ ਨ ੰ   ਮ ੁ ਸ ਕ ਲ   ਨ ਾ   ਆ ਵ ੇ   ਕ ੋ ਈ  ਵ ੀ   ਤੇ   ਓਹ   ਸ ਾ ਨ ੀ   ਨ ਾ ਲ  ਆ ਪ ਣ ਾ   ਕ ੰ ਮ   ਕ ਰ   ਸ ਕ ਣਾ  
454, 
455, ਰੋ ਹ ਾ ਨ ਸ ੋ ਹ ਾ ਨ   ਨ ਪ ਰੀ ਤ ਤ ਰ ੰਨ ਜ ੀ ਤ ਨ ਧ ੀ ਲ ਪ ਰ ੀ ਤ   ੀ ਪ ਨ ਅ ਜ ੇ ਰ ਾ ਜ ੋ 
456, 
457, ਮ ੇ ਰ ਾ   ਦ ੱ ਸ  ਹ ਼ ਾ ਰ ਰੁ ਪ ਏ   ਦ ਾ   ਟਰਾਂ ਜ ੈ ਕ ਸ ਨ   ਯੂ   ਪ ੀ   ਆ ਈ   ਆ ਈ   ਡ ੀ   ਨ ੋ   ਦ ੋ   ਨ ੋ   ਦ ੋ   ਸ ੱ ਤ   ਇੱ ਕ   ਇ ੱ ਕ   ਜ ੀ ਰ ੋ   ਦ ੋ   ਤ ਿੰ ਨ   ਇ ੱ ਕ   ਐ ਡ   ਦ ੀ   ਰ ੇ ਡ   ਵ ਾ ਈ   ਬ ੀ   ਐ ਲ   ਦ ੋ   ਰ ੱ ਧ   ਕ ਿਯਉ ਂ  ਹ ੋ   ਗ ਿ ਆ   
458, ਜ ਿ ਵ ੇਂ  ਖ ੀ   ਸ ਾਂ ਨੂੰ  ਸ ਭ  ਨ ੀ   ਪ ਤਾ   ਕ ਿ   ਆ ਪ ਣ ੇ   ਇ ਤਿ ਹ ਾ ਸ  ਵਿ ੱ ਚ   ਬ ਹੁ ਤ ਸ ਾ ਰ ੀ ਆਂ  ਲ ੜ ਾ ਈ ਆ ਂ   ਈ ਆ ਨ   ਬ ਹੁ ਤ ਸ ਾ ਰੇ  ਲ ੜ ਾ ਈ ਆਂ ਦ ਾ   ਜ ੀ ਕ ਰ ਾਂ ਦਾ  ਹੈ  ਗ ਿਆ   ਠ ੀ ਕ   ਉ ਹਨ ਾਂ ਨੂੰ  ਕ ਿ ਹਾ   ਲ ੜ ਾ ਈ ਆ ਂ  ਜ ੁ ੜ ੇ ਂ  ਂ   ਗੀ ਆ ਂ  ਓ  ਹਨ ਾਂ  ਨ ੇ   ਮ ਤ ਲ ਬ  ਆ ਮ   ਜ ਨ ਤ ਾ ਂ ਨੂੰ ਤਾ  ਪ੍ਰ ਭ ਾ ਵਿ ਤ  ਕੀ ਤਾ ਹੀ   ਕੀ ਤਾ ਹੈ  ਰ ਾ ਜ ੇ   ਮ ਹਾ ਰ ਾ ਿਆਂ ਨੂੰ    ਵ ੀ   ਪ੍ਰ ਭ ਾ ਵ ਿ ਤ   ਕੀ ਤਾ ਹੈ  ਕਿ   ਇਹ ਨ ਇ ਤੇ   ਤ ੱ ਕਿ ਆ ਪ ਣ ੇ   ਜ ੋ   ੁ ਰੂ  ਹ ੈ   ਕੇ   ਸ੍ਰੀ   ਗ ੁ ਰੂ   ਗ ੋ ਬਮ ਿੰਦ   ਸਿੰਘ   ਜ ੀ ਜ ਵ ੇ ਗੁਰੂ  ਗ ੋ ਵਿੰ ਦ  ਸਿੰਘ   ਜ ੀ   ਦ ੇ   ਪ ਰਿ ਵ ਾ ਰ   ਨੂੰ  ਵ ੀ   ਵੀ ਚ ੋ ੜ  ਹੈ  ਦਾ   ਸ ਾ ਹ ਮ ਣਾ   ਕ ਰ ਨ ਾ   ਪ ਿਆ   ਸ ੀ  ਦ ਾ   
459, ੋ ੋ ਰ ਰ ੋ ਰ ਨ ਰਿ ਰ ਿ ਨ ਿ ਰ ੋ ਰ ਨ ਰ ੋ ੋ ਰ ਰ ਟ ੋ 
460, ਜ ਰ ਨ ਾ ਂ  ਿਆ   ਸ ੀ ਗ ਾ   ਮ ਾ ਤ   ਗੁ ਜ ਰ ਕ ੌ ਰ ਜ ੀ   ਤ ੇ   ਚ ਾ ਰ   ਸ ੈ ਬ  ਜ ਾ  ਦ ੇ ਜ ਿ ਹ ਾ ਏ  ਗ ਏ   ਸ ੀ     ਜ ੋ  ਹਨ ਾਂ  ਪੁੱ ਤ ਰ     ਉ ਨ ਾਂ ਨੂੰ ਕ ਿ   ਹ ਾਂ  ਤੋਂ  ਵ ੱ ਖ  ਹੋ ਣ ਾਂ  ਪ ਿਆ   ਸ ੀ ਗ ਾ   ਉ   ਸ ਰ ਸ ਾ ਨ ਦੀ   ਤੋ ਂ  ਵ ੱ   ੋ   ਕ ੇ   ਤ ਾ ਂ   ਵ ੱ ਖ   ਹੋ ਏ   ਸ ੀ ਏ   ਉ ਤ ੋਂ  ਉ ਨ ਾਂ ਨੂੰ  ਵ ਚ ੋ ੜ ਾ   ਮ ਤ ਲ ਬ ਪ ਣ ਾ   ਸ ੈ ਨ   ਕ ਰ ਨ ਾ   ਪ ਿਆ   ਸ ੀ  ਕ ਿ   ਇ ਸ ੇ   ਤ ਰ੍ ਾ ਂ  ਜ ੋ   ਮ ਹ ਾ ਰ ਾ ਰ ੰ ਜ ੀ ਤ   ਸਿੰਘ   ਦ ੇ   ਟ ਾ ਈ ਮ   ਦੇ  ਵ ਿੱ ਚ   ਲ ੜ ਾ ਈ   ਹੋ ਈ   ਸ ੀ ਗ ੀ   ਤ ਾਂ   ਉ ਹ ਨ ਾਂ ਨੂੰ ਵ ੀ   ਆ ਪ ਣਾਂ   ਪ ਰਿ ਵ ਾ ਰ ਕ  ੋ ੜ ਾ   ਮ ਲ ਸ ੈ ਣ ਾ   ਿਆ   ਸ ੀ ਗ ਾਂ  
461, ਸ ਾ ਨ ੂੰ  ਸ ਭ ਨ ੀ   ਬ ਤ ਾ ਇ   ਆ   ਗ ਿ   ਜ ਦ ੋ ਮ ਾ ਜ ੀ ਤ  ਸ ਿੰ ਘ   ਿ ਦੇ   ਟਾ ਇ ਮ   ਚ ਿ ਲ ੜ ਾ ਈ  ਹੋ ਈ   ਸਿੰ ਘ ੀ ਤ ਾ ਮ ਾ ਜ ੀ  ਸ ਿੰਘ ਦ ੇ ਤ ੋ   ਜ ੜੋ   ਛ ੋ ਟ ੇ   ਸ ਪੁੱ ਤ ਰ   ਸ ਿ ੇ   ਾ ਰ ਧ ਲ ੀ   ਿੰਘ   ਜ ੀ  ਉ ਨ ਾ ਨ ੂੰ   ਪ ੈ ਰ ੇ  ਸ  ਲ ੈ   ਜ ਾ ਇ ਆ   ਗ ਿ ਆ   ਸ ੀ ਗ ਾ   
462, ਰੋ ੋ ਵ ਰ ੋ ੋ ਲ ੋ ਰ ਰ ਿ ਟ ਰ ੇ ਰ ਿ ਰ ਿ ਸ ਿ ਰ ਰ ਿ ਟ ੇ ੋ ਨ ੋ ਰ ੋ ਰ ੋ ੋ ਿ ਟ ਿ ੋ ੋ ਨ ੇ ਰ ਿ ਨ ਿ ਟ ੋ ਰ ੋ ੋ ਰ ਿ 
463, ਉ ਨ ਾਂ ਨੂੰ  ਮ ਤ ਲ ਬ   ਐ ਮ   ਬ ਹੁ ਤ ਸਾ ਰ ੇ   ਚ ਣ ੋ ਕਿਆਂ ਨਾ  ਸ ਾਹ ਮ ਣ ਾ   ਕ ਰ ਨ ਾ   ਪ ਿਆ   ਸ ੀ ਗ ਾਂ  ਜ ੋ   ਮ ਾ ਤ ਾ   ਗ ੁ ਜ ਰ ਗ ੋ ਦ ੇ ਚ ਾ ਰ   ਸ ੈ ਬ ਜ ਬ ਦ ੇ   ਸ ਿ ਗ ੇ   ਚੀ   ਕਿ   ਉ ਹ ਨ ਾ ਂ ਨੂੰ   ਆ ਪ ਣ ੇ   ਮ ਲ ਬ   ਵ ਚ ੋ ੜ ੇ  ਤੋ   ਬ ਾ ਅ ਜ ੜ ੀ   ਉ ਨ ਾਂ  ਦ ੀ   ਜ ਿੰ ਦ ਗੀ   ਸ ੀ   ਬ ਹੁ  ਜ ਾ ਦ ਾ   ਪ੍ਰ ਭ ਾ ਵ ਿ ਤ  ਹ ੋ ਈ   ਸ ੀ   ਉ ਹ   ਮ ਲ   ਉ ਹਨ ਾਂ ਨੂੰ  ਬ ਹੁ ਤ ਸ ਾ ਰੀ ਂ  ਚ ੁ ਣ ੋ ਤੀਆਂ  ਦੇ   ਮ ਸ ਕ ਾਂ ਦ ਾ  ਸ ਾਹ ਮ ਣ ਾ   ਕ ਰ ਨ ਾ   ਪ ਿ ਆ   ਸ ੀ ਗ ਾ   
464, ਜ ਿ ਵੇਂ  ਸ ਾ ਨੂ ੰ   ਅ ਸ ੀ ਂ   ਇ ਤਿ ਹ ਾ ਸ  ਵਿੱ ਚ   ਬ ਹੁ ਸ ਾ ਰ ੀ ਂ ਹੁ ਣ ਫਿਲ ਮ ਾ ਵ ੀ   ਬ ਨ ੀ ਆਂ  ਜਿ ਵ ੇ ਂ   ਬ ੰ ਦ ਾ   ਬ ਹ ਾ ਦ ਰ   ਤ ੇ   ਚ ਾ ਸ ਦ ਦ ੇ   ਬਿਲ ਮ ਾ ਨ  ਜ ਿੱ ੀਆ ਂ ਹ ਗੀ ਆਂ  
465, ਇ ਹਨ ਾਂ ਵਿੱ ਚ   ਪ   ਸ ਭ  ਨ ੂੰ  ਅ ਸ ੀ   ਦ ੇ ਖ   ਦ ੇ ਹ ੇ ੇ   ਕ ਿ   ਜ ੋ   ਕ ਨੀ ਆ ਂ  ਚ ਣ ੌ ਕ ੀਆਂ  ਤੇ   ਮ ਸ ਲ ਾਂ   ਸਾ ਮ ਣ ਾਂ  ਕ ਰ ਨ ਾ ਂ  ਪਿਆ   ਸ ੀ   ਂ  ਹਨ ਾਂ ਨ ੂੰ   ਤ ੁ ਸ ੀ   ੇ ੇ ੇ   ਸ਼ ਹ ੀ ਦ   ਕ ੀ ਤ ਾ   ਗ ਿਆ   ਸੀ  ਗ ਾ  ਠ ੰ ਡੇ   ਬੁ ਲ ਜ  ਵਿੱ ਚ  ਰੱ ਖ ਿਆ   ਗ ਿਆ   ਸ ੀ   ਕ ਗ ੁ ਰੂ ਗ ੋ ਮ ਦ  ਸ ਿੰਘ ਜ ੀ   ਨ ੂੰ     ੁ ਰ ਾ ਕ ੋ ਪ   ਕ ੇ   ਮ ਤ ਲ ਬ   ਉਹਨ ਾਂ ਨੂੰ  
466,ਸ ਹੀ ਦ ੀ   ਪ੍ਰਾ ਪ ਤ  ਹ ੋ ਈ   ਸ ੀ ਗੀ     ਇ ਸ       ਜ ੋ   ਲ ੜ ਾ ਈ ਆ ਂ ਹ ੈ   ਕਿ ਂ  ਕਿ ਕ ਿ ਂ  ਇ ਹਨ ਾਂ ਨ ੂ ੰ   ਪ ਰਿ ਵ ਾ ਰ ਕ ਵ ਚ ੋ ੜ ਾਂ  ਦ ੇ   ਕ ੇ   ਉ ਨ ਂ   ਦ ਾ   ਿ ਕ ਾ ਮ ਿ ਆ   ਜ ਾ   ਪ ਿ ਆ   ਸ ੀ ਾ   ਹਨ ਾਂ ਨੂੰ  ਮ ਆ ਪ ਣ ੇ     ਜ ਿੰ ਦੀ ਗ ੀ   ਦੇ   ਸ ਭ   ਤ ੋ ਂ   ਦੇ ੜੀ   ਪ ਿ ਆ ਰੀ ਚ ੀ   ਹ ਈ  ਹ ੈ   ਉ ਨ ਾਂ ਨੂੰ  ਮ ਲ ਬ   ਚ ੋ ਣ ਾਂ  ਪਿਆ   ਸ ੀ ਗ ਾਂ  ਦ ੋ ਵ ਾਂ  ਲ ੜ ਾ ਈ ਆਂ  ਦੇ  ਵਿ ੱ ਚ   
467, 
