id,w2v
424, आ णि   ह व   आ णि   ति थ े   म े   ख ा ण्या   प ि न्या च ी   स   हे   प   ज ो प न्या ची व ग र े   स ो ई न ा   य   तु म्हा ला  क श ा   प द्ध ती न ं   पा ह ज े त े  म ला   थ ळ ा   सां ग ा   
425, ह वं   क ा   त र ठ ी   ग ाय न ं   कि त ी   ज ा ण ां   तु म्ही   
426, स ह ा   ज न ा   हे   का   त र ठ ि   तु म्ही   क धी   ज ाय च े आ हे  ते   स ां गू ल्या  म ल ा   
427, ठ ी   क ा न ा त   क ल क ह ं   कि ती   ट ाइ म िं ग   स ां ग  म ल ा   
428, ब ा र ा  ला   ज ाय च ं  न   त र ा र ा ल ा   म ज े ग ा   म ल ा   ए ट र ी प   आ ह े   स क ा ळी च ी   म ी टिं   ि प म ा रू न  द े त े   आ णि   म ग   ए त ि म घ ट ल्या स   त र   म ला   स ा डे व ा र ा   क व ा स े ल   तुम्ही   ब ा र ा वा ज ी  प र्यं त त   त या र   ह ा   
429,   ठ ी क या ण ं   त स ं त स ं म ला   कॉ ल   क र   ज ा   
430, आ ण ी   हा त ुं म   च ा स  न ं ब र  ाय न ं   
431, ै श े   म् ह ज े   प ै श े म ठ ल ं   त र   इ त ू न   त े   म ज े ख र त ळ   र स त ा   आ ह े   त र   थ ड ं   ज ा स् त   ज ा स् त   स ो ई ल   मी   ह ज ा र   क ृ प े   घ े ल   का र ं   ज व ळ प ा च ंे प न   रो ड   च ां ग ल्या ना   ये नं   त ा म ळ ं   
432, न ा ई त अा त   क मी   क स तं   
433,थ ी  क े ं म क   स ां ग ा  त स ोव  ध ्या ला   
434, ह ा   ह ा ठी   क े   
435, प श् चि म हि म ा ल य   आ णि   र ा ज स् थ ा न   म ध्ये   ज ु र ा स ि क   प्र णा ली   दि स ू न  ये ते   
436, हो   हे त   न ा   आ णि   प्र क ा र   च ी  व े व स ा  आह े   अ प ल्या र ा ज्य   म ध े   अ प ल या र ाय ज र   म ध्ये   प्र मु ख   व े व स ाय   म ण ा ला   गे ल ा त र   अ श ि   ब र त  व व स े  आ हे   
437, ज े   प ्र ा मु क्य न े   आ प ल ्यं   उ त् प न्न   म ि ऊ त ू   श क ता त   त या त ा प ाहि ल े   म प हि ले   म ण ज े   ब ा ज ा र प े ठ   आ त ा व ा ज ा र   प ॅ ट   ल ा ज े   आ णि  प र क र   च े  ह व श य   के ले   जा त ा त   
438, आ स न ई   की   प क ् द ल ी   त े   आ भ ा ज ी प ा ल ा   च ि क र ा ज ई ल   त ि थ े   सु ध ा   आ णि   प्र क ा र   च ी  व े व स ाय   के ल े  ज ा त ा त  ज स की   
439, ा ज ी   भ ा ज ी  व ि ण े   फ ळे  व ि क न े   फु ल   व ि क ण े   प र त  आ प ड ज ी त ं   ग ा ड्या   प ा र   क र त ो न   त ि थ े  च या अ ज स   व े ग े च   ल ा ग त ा त   
440, त ा च् ा न ं त र   स ु ख ा े व ा   म ज े   र ाय   फ ू ट   त ा न ं त र   च ा   प ण   म स ा ल े  ब न व त ं   घ र ग ो ती  म   स ा ल े  व न व त र  त ा च ा च ा   म ी र   च् ा   मि ळ त ा त  त ा स ु त ा   ब ा ज ा र प ठ  म ल   अ व े ले ब ल  अ स त ा   ी त स  मि ळ त ा त   
441,त ा च या  न ं त र   मु र त्या ब ण व ण ्या च ं   क ा र ख ण े   आ प ण ज ा   ग री मु र त्य ा आ ं त ो   त ा च ं   प ण   क ा र ख न े   ब ा ज ा र प ठ ी   म ध्ये  प ल्याला   स ह र ् ज   प ण े   उ प ल ब् ध   म ि ळू न  ज ा त ा त   
442, त ा च ा न ं द र   आ ण त च   प्र क ा र े   आ प ण  ग ु ं त व णु क   सु ध ा   क रू   श क तो   आ त ा   ग ु ं त व ण ु क   म ध् े   आ त ा   ज स क ी   शेअ र  मा र् क े ट  ेअ र  म ा र् क े ट   ख ु प  ज ा ता त ा   
443, य ू ज   क े लं   ा त ं   की  व ा   व ा प र ल े   ज ा त्या स   म ण ता ये ल  क ा ण ग ा   ब प ण   ए क द म   च ु ट्या  र क प ा सू न   ब र ा च   मु ठ्य र क ं ब र ं व   गु ं त व ण ु   क र ू  श क त ो त्या   म ध् े   म ध्ये   आ प ण  स् ट ा टिं ग   श ं ब रु प ा   प ा स न   क े ली   त र  अ प ल्या ल ा   प्रॉ ट ए क श े   न व व द ग र  अ स ा   हे   म े ऊू   श क तो   त ा व ळ   त ि थ े   प ण   प ल्य ल ा   अ ब र ा च   प्र ॉ फ ी ट ा आ हे   अ स ं   म ण ता ये ल   
444, ज े नं क ी   आ प ल्या ल ा   उ त् प न् न प न   म ी त े   आ णि   त े  अ पल्या  च ां ग ल या   ह े च ा   म ध्ये   
445, अ   त ा च ा न ं त र   ए ल आय स ी   ॉ ल ि स ी   ए ल आय स ी   प ॉ ल ि स ी स ु ध ा ए अ ग ुं त व ळी क   स ा ध ी   च ां ग ला   म ा र् ग   आ हे     त ो प ् न र ा ज ा   म ध्ये व ा प र  ल ा   ज ा तो   
446, त ा ज न ं त र   न व ी न   व ी म ा   प ा ल ी   च े   ह ा प णे   क   आ हे   त ा  न ं त र   स ो ने   त ा र ण   आ प ल्य ल ा   ज र   स ो ल े   
447, स ो ने ग ुं त व ळय चंा अ स े ल   की  व  आ प ल   स ो र   क राय च ा अ स े ल  प ण   आ ल्या  का ड े   स े व ीं ग  ह ू त   अ स ल   त र   स ो ने   त ा र ण   म ध्ये आ प न   
448, थ ो ड े   थ ो ड े   म हि न्या ल ा   प ै स ं   गुं त व न   न   आ प ल्य ल ा   प ा झ न   त े   स ो ण स ो न ा च ं   प्र क ा र   म ् ज े   भ ाहय ल ा ग े ल ं   त र   क ा न ा त ल े   के व   च ऐ ल व ग र े  आ प न  न व   
449, न ि क ा त   गे ऊ   स क त ो   आ ह े   स ो त ा  ए क   गु ं त व णि क  स ा ध ी   च ां ग ल ा   म ा र् ग   आ ह े    त ्या च या न ं त र र ा ष् ट्या  व व स ा य  व ळा आ प ल्या ल ा   उ त् प न्न   म े ळू  श क त े   
450, त स े ज   आ या त न ि र ्या त ी   म ध्ये   व्य व स थ ा ण   म ध् ये   सु ध ा   ब र ग स उ त् प न्न म ी े   ब ा ज ा र प े ठ े   म ध् े   ज े   अ म ा ल   ये त ो   
451, त ाै ज ा   च   े   ट्र ा न् स प ो र्ट  च या   ग ा ड ्या अ स त ा   त ां च ा   म ध े  सु ध् ा   अ र ि प ्र क ा र च ं  उ त ् प न् न   च आ ह े   क ा ं गा व च ं   क ा ण ं च ं   र े   
452, ॅ म   क ाय   म ं ध ल   ज े   थ ं न्ये का ळ ं च च ंे  प ै सं  आ हे त   ज े   ज ा ती क ा ण ं   प स तं   तया   टी क ा ण ं  प र ं त   ज ं   
453, प्र व ा स   आ हे   त्या त्या त्या च्या   म ा र् ग ा च ा   ज ो क ा ई   उ त् प न् न ा आ ह े   त े   स ु द    आ ग ा ड्या  अ ज या च ी   ग ा ड या आहे   त ल ा  उ त् प न्न   म े त े   त ा व ब ि न ा   क ा म   क र त ा   ु ध ा   प्ल्या ला उ त् प न्न   क म त ा ई ल  ज े  आ ल वे व स ाय   म ध्ये   म े ळ   क रू   श क त ो   आ णि   अ प लया ल ा   च ा ं च े   च ा ं ग ल े   आ हे   ा गो स् ट ी   म ध्ये   
454, अ स   ब ा ग ा ल या  ग े ल ा   त र   आ व श क क्य   आ हे   आ प र ा ज ा त   क क र ू न   श क तं  आ प ण   म े ळ च े   
455,   
456, ह ा   म े स   र य ा  ज व शी   को ण त ी   
457, म ा झ ा   म ै त् र ी   ल ा   ग ज र ा   
458,क्र ि प म ां ची   ग र त   आ ह े   
459, म ें ट ल   ड ि स् ट   म ं ट ली त ि   दि स् ट ब   आ ह े   त ु म च ी  व ाय ड   च ी   म ला   ज रा   आ व श क त ा  ह ो ती ल   
460, म य   प्र त् क ् ष   त्या   ब े ठ   स   आ ा हे   क र ं ट्या   प ा र ग ा वी र ाह त ा त   त ा म ळ ं   
461, ह ा   आ ा   आ त ा  म ा झ ा   क ो ण ती   च शी   झ ा ला   त े  हा त र  आ ं च ं   पो ळ णन ा स ं  झ ा ल ं   क ी   कि त ं  ड ो क ो   कु प द ु क ् त ं   आ णि  त ि ल ा   ज ो   प ण   न ी ट   ल ा ग त ं   इ च् या ज ा   ट े श न   ट े श न   व ळ   त्या म म त ्या च्या व र   प ल्या ल ा   क प य   क र ता  ये ती ल  
462, त ी स   ह   स ा ध ा   प ली ज    
463, ह ा   ए क कू ल   आहे   
464, ल ग् न   ज ा ल य त ं च ं   
465, न ाय न   न ाइ त ी   ग ह े डी   आ ह े   
466, ज ज व ा ब द ा र ी   न ई  म ट ाय ा र   प ण   त ि ल ा   क ु त ि च ी   शि क् ष ण   झ ा ल े ल ा  हे   क ु प     आ णि   त ा म व ती   ल ा   क र्य र   क र त ा   ल  न ा ही   त ा क द ा च ी   हा   प्र ॉ ब ्ल म  अ से ल  क सं  म ल ा   वा ठ त ा त  
467, थ ा   
468,त ा च े श े  र ि ले टे ड   स ां ग   आ ज च ा   
469, न     
470, व   
471, ह ा ह ा म ा   
472, क ा ड   च  न स ेी ल  न ा   
473, म ह ा   द ृ ष् ट ि   द ो स   द ृ ष् ट ी  द ौ श ा स   ा ा   
474, म ह ा   त्या ज   स ं द र ् भ ा त   स ु द ा ह ज र ा च ा उ क श ी   क रू न न ी   तु म्हा ल ा   क ळ व े ल   ह ा   
475,   तु म्हा ला   उ प ा य   स ु च व त ा   क ती ल  मी   तु ्हा ल ा   क ा ळ हू   श क त े   मी   त ु म्हा ला  क न व ि च ा र   त े   च ा ल   म 
476, ओउ क े   हा   थ ॅं क यू   ह ा     
477, स ा प ल्या   प ्र दे श   आ म च्या   प्र द े श  ह ा   म हा रा ष् ट्र   आहे   त्या म ध े   प ा र ं ब ि र   ख े ळ   म् हण ज े   णि   प ा र ं 
478, म हा रा ष् ट्र र ा ज ्य त   प ा र ं प र ी   े ळ ा े     न ॅ श न ल  ल े व े न   य त र   आ श ा   ग ा व ा त   ख े ल े  ज ा त आ शे   ख े ड ा   त   त े च म ध्ये   प ा र ं ब्या ल िं बो   च्य ा र त 
479, ग ो ट े ा  व न   ख े ळे ल े   ज ा त ा त   
480, प न   
481, क ो इ न े   ख े ळ ल े ज ा त ा   ख े ळ   क ा ई द ा ग ् ड ा न े   ख े ळ   के ाय ल े  ज ा त ा   
482, आ प र त   म ध्ये   प ा ट या र ा त ा   र लिं ग ो च्या र   त ो   ह त्या  आ ठ ्या   पा ठ ्या र  त   
483, न हा ट्या प ा ट्या  खे ळ ं   ज ळ ज ळ   च ां ग ल ं  प र   म ळ्ा त  प ु ढ   ज ा त ाये   
484, आ ग े ळ   स ां ग ल ा   म ज े   र ं ग   त ाय म ज े   श ा य ल ्या र ा ज त   न ॅ श न ल  लि व र   प र्यं ा   आ ठ्या प ट ण च ा   च ा ल ल्य ल   प ण त ो  महा रा ष् ट्रा च ं   प ा र ं प री   ख े ळ ी   
485, न आ ज ख े ळ   ल ा   ब ा े   च ां ग ल ा   त ्या   म ध् े   द ा ग ड ां च े   क ाय   अ स खे ळ   प र त   ल ं ग ड ी   आ हे   क ब ड ी   आ ह े   
486, कु स ् त ी   आ हे   क ु स् त ि या   म हा रा ष्ट्रा त ं   च ां ग ल्या प्र क   ज ो न्या पा सू न  ख े ळ ा त  ा ल े ल   ख ळे   प र् त प ु र े   
487, म ज े   म हा र ा ष् ट्रा च ं   पा र ं प र ि   म म हा रा ष् ट्र   र ा ज्य ा   छ त् र व त ी   श ि व च ी   व ा ळ ल ा द च ा   म हा र ा ष् ट   ह   
488, त्या  म ध्ये   कु स त े   ा   स ा ं ग ल ं  प र ा म ण पु र वी   पा स ू न  ख े ळ ण्या त   आ ल े ल   आ ज   त ो ल क् रे म   न ॅ श न ल   च ा   क ु स ते   ल ग े ल   
489, न ॅ श न ल ल े व न   प र्यं त   या च ी   य ग े ल े ल े     क त ा ल वा र   ब ा ज ी   अ स े ल ा   ह े   म हा रा ष् ट्रा  च े   खे ळे   
490, महा रा ष् ट्र   म ध् ये  व ि रू द् ध   प्र क र   च े   ख े ळे   ख ळ त ा त  
491, श ा   म ध्ये   क ाय   द ा ग ण ां च े  ख े ळ ा क ाय   भ ी त ी  ज ा लू   आ हे   या   म ध्ये   द ा ् ां च   श क े त म ु ल ी   ख े ळ त ा त   
492,   न ा व   न े   आ ट ो त ब ट   आ श े   पा च ज ग ड् ा  स त ा त  त े   पा च ज ग ्   प े त ा   त्या म ध ू न  ए क द प ु ड च ्या   प्ल र च ा ळी स  क रू न  द लं  ज तो   त ु ज ग ड   व र   ख े क ु त र   दु स र्या   ग   ए क ा ह त ा च्य   ख ा लि ग े ल ं   ाय च ं   पु र ा   द ु स र या ज   ग ड  अ शे   क र त ा   क र त ा   ज   स् ट े प  हो ई  अ श े   व े ेळ   खे ळ  अ स ता त  
493, च े   ख े ळ   ख े ल े  ज ा त े   
494, य ा ख े ळ ा   म ध्ये   श क्य त म ल ी   ब स ू न   ह ा खे   ख े ळ त ा त   ब ै ट ा च ी   े ळ ा ्या   म ै द ा नी   ख े ळ   म ण ज े   कु स त ी   आ ह े   
495, प र त   आ ट्या प ा य त र महा रा ष् ट्रा  म ध्ये   भ र ा न  ख े ळ ल ा   ज ा तो   क ा य   पु र व ी   ला ख ड ां च े   भ व ळे   त ा र   के ल े   ज ा त ो त े   
496, त या   र्य ा ला   काय त र ी या स ं   त ु ळ ती य ा स ं   व ी ज ि त्र न ा   हो त ं     आ त क ल   भ ौ र ा स म ळ ल ग   ब ् ा ल ा   त्या  व े ळे श   ल ा क ड ा च ं   त ्या ल ा  आ क ा र  ज ि ल ंा   ज ा त त   त ला आ ख ड ा  व र ू न  त   
497, भ ौ र्या ल ा स ं   द ो र् या च्या   स ा य ल े   लिं ग ोव   ल ं   ज ा त ो   त   त ो   ए क  प ा र ं प र   ख े ड   आ हे   महा रा ष् ट्रा च या   
498, य ा   प ा र ं ा र   ख े ळा   म ध्ये   ब ौ र ा ख े ल ा   ज ा त त ा ल ं ग डी   श े ली   ज ा त ी   ल ं ग ड ी   हा ख े   श ा ळ े त   स ु द ा   श े ळ ल े   त   ब ो ल   क े ल ा  ज ा त ो   य क ा 
499, वि द्या र त्या  व र   र ा ज्य   दि ल ं   ा त   ज र घ री   ख े ळ ं त अ स े ल   त र ए ख ज ा   
500, अ प ला   मि त्र  अ स े ल   त्या   म ध्ये   न ि व ड   के ले  ज ाय च ी   हा त ा ने  क ा ळ ा   प े व ळ ा   ए क   ल ा ण प ण ा च ं   त ं   न ि व ड न े च ी   प द्द   ध ु त े त ी   
501, त्या   म ध्ये   न ि व ट   क े ले  ज ा ई च ी   स र्व ं च   स म त ी   न े स र्व पा र द क् श न   च े   ज े   को ण   स ं ग   च ी   ज े   को ण ा स ं ग   च ि ड ी   न न ा र ा न   चि ट   न व ा अ श े  प ्रा म ण े   
502, त े   के ल ज य च ं   स र्व ं स म ू र   र ा ज   दि ल ं  ज य च ं   त े   र ा ज   जि ल ा न ं त र   त ा ण ि   ए क आ भ ा य व र   ल ं ग डी  आ म ा राय च ी   
503, ए ख ा ल ्या   पु ढ च्या   व क ् ती  ल ा   प क ड ाय च ं   प ा य   ख ा ल े   ठ े क व ाय च   ण न म ी   अ ठी   ल ा गु र ाय च ्या   त र   त ु ख े ळ   क े ळ ा ला   ज ा त ो त ा त  
504, न नी   त्या म ळे   आ प ल्या   ए स ्वा स ् त ल ा   ल ा प न ी   व ा ळ ा म ा च ी   स व ळ   ल ा ग ज ी त े   ख े ळ   ख े ळ   च ां ग ल   हे   
505, त ्या म ळे   व ्या म ह ी   हो ई च ं   ल ा मु ल ा ं   आ णि   आ द र   ते   प ो र   च ा   प ळे   र ाय चं   
506, आ ण ि   ब व र े   ख े ळ ा च े   ग र्या नि त ा ल ा   द र ा   व ल या च ा   द ो र ा   व ि ळ ं त ं   भ व र ा   खे ळ ाय च ा   
507, प र ं त ब ि ट ी र ां न ु र ाय च ं   ला कु र र ाय ं   ते   ला क ड्या ल ा   ट ो प  ब न व ळ ज य च ं   गो ल ी   ब ा ज ू न  ल म ा र ाय च ं   त्या ला क ड्या ल ा   प ं ट ो व ल र त ं   या श ा क ्रा क ा र   च े   ए क ख े ळ   ख े ल े   ज य ा   म ध्ये   
508, आ णि   पु र म ा र् क  ह ा द  अ स े   की   व ा   आ णि   क ु र नी   फ ा ट क े   ख ा ल ल े ले   
509, त् ा र ं त्या म ध े   र ा य म ध े   क ा ठ फ्र क ् त णे   त का ठी   ला ग ल े   ज ई च ी   प ु र व ी च   ख े ळा   म ध्ये   त र   ज ु न या   लो क   स ां ग त ं   क ी   म हा र ा ष् ट्र   च्या   श ि व ळू द क ख े ळ   हे ल   
510, त र र ध व न्य  ल ो  कं   क ाय   क ाे   सां ग त ं   क ी   अ म ा ल ा त्या व्या स अ स ा   ख े ळ त  आ णि  स ा ल ा ग ल ल ा ग ल ी   त ण   म   प ा य   म ो ट ल ा  त स पो र च   आ ज क ल च प ु र महा र ा ष् ट्रा म ध ील  ह ी   प र यं प र ा   ज प त् न ा   ये   ह प ा र ं ब र   ख े ळ   ख ल या   प ा ह च े   
511, आ ज   क ल च पु र   अ प ्या स ा  म ध्ये  म ग न   ह े   
512, आ णि   ये   म ै द न ख े ळ ज र   य पू र   ख े ल े   ल े   त र   प ु ळ च् ा   प ु डे   द ख े ळ   न ा स   लु स् त ा न ा बू ध ू न   ज ा त ी ल   ए को ण ी े ळ ं द र ल ं ए को ल ल   म ाह त  न रा ल े   काय   ख े ळं त ं त े   त्या म ळ     जु न्य   ख े ळ   ख े ळ ल ंा  प ाह ज े   
513, ण ि हे   प ा र ं ब र   ख े आ शे   े ळ त   खे ळ   प र ं प रा व ा ढ व ल ी   ब ाय च े   कु ण े   म् हण ज या आ प ल े   प र ं प र ं   व ि स र   न ा र य   
514, त ि ख े ड  अ स े   
515, क ब र डी  अ स े ल   कु स ् ती  अ स े ल   य ख े ळ   प ा र ं प ा र े ग ा   त ख े ल या त ा त   कु स् ती   ए ख े ळ   द ो ग ा ण म ध े   ख े ळ ल े   ा त े   क ब डे  अ ख े ळ   स ा त   ज न न व ध ी   ख े ळ ल ा   ज त ो   ए क ा ग ् त त् व   र ा ज्य   दि ले अ स त ं   प न   कु स् ती ये   ब ा ळ ा व र  ख े ळ ल ा   ा त े   
516, ब ळ ा च ा   ख े ळ ा   त्या च य म ध् े   स म र ् थ म ा ल ा च ी   प ल न च ी   क ु स् त ी   ख े ळ ल े   त े ल   त ो त्ा ी   प ा ट ट े क ो ली  ज ा ती   ना श व र क ा र ची   कु स् त ी   हा े ळं अ स त ो   
517, श े   व ि र ू द् ध   प्र क र   च   ख े ळ   म हा रा ष् ट्र  म ध्ये  फ े ल े  ज ा त ो त े   
518, ड ि ज ी ल ऑ क र   म ध ी ल   म ा झ ा   मो ब ाई ल   क्र मां क   प ं ध् र ा   श ू न   ू न   श ू न   न   श ू न   स ा त   आ ठ   त ी   या   व र   अ प ड े ट   क र ण्या च   त ु म्ही   म ल ा   म द त  क रू   श क ता   का   
519, है म द न ग र  अ क ो ल ा   अ म र ा व त ी   औ र ं ग ा बा द  ब ी ज   ब ा ं ध्र ा   बु ल ढ ा ण ा   च ं द्र प ध ु ळ े   ग ल च ि र ो ी   ग ो द य ा ज ळ ग ा व   ज ा ल ा क ो ल ा पू र   ल ा प ू र   म ुं ब   न ा ग प ू र   न ा ं द े   
520, म र त े   ग ो ष् टी   च ा  ग स ा   च ां ग ल ा   प र ि न ा म   त ो त स हा   व ा इ ट   प र ण ा म   द े ख ी ल   अ स त ो   त स ा स त ं त्र्य   ज ण्या सा   द य ख ी ल   आ हे   
521, ज स ा   व ाय     च ां ग ल ा   प र न ा म   आ ह े त  क स ा  व ा य ठ   प र न ा म   द े ख े ल  अ प्ल्ा ल ा   प ा ह ि ल ा   म े ळ त ो   त्र ं त र द ्या न ा ळ भ   
522,अ हण ज ा   ग ा त   भ र प ू रू न   व ी   क अ से ल   
523, ज ा ल ल े  अ प ल्याला   प ा हे ल ा   े ळ   त े   न व ी न न व न   ळ   य ल ा  य ण ा र ा   ग ाय च च   
524, हे   प ा हि ल ा   म ि ळ त   प रा स   म ध् ये   म ज े   मो ब ाई ल   फ ो न   म ो ब ाई ल   फ ो न   च् या   त ं त् र न् या द च ा   व ि क ा स  झ ा ल्या   म ळ ा   अ न   ग ो स म ध्ये  अ प ल्या ल ा   स ो ळ े स क र प ा ट स ं   प न् या च ा   प र ड ु   प र ण ा म   प त ा   ा ू   आ हे त   
525, अ प न   मो ब ई ल  फ ू न   ज ा स ् त घ ळ   प ह ा त   र ा ह ल्या व र   ए क   त या च ा   ब ्ल्यु   र े ज ज अ त ि र े क ि र ण स ा प ल ा   ड ा र े   ड ो ळ ा   ज ा त ा   त या म ळ ल द ो ळ ्या व र   प र ् ण ा  म ह ू   श क त ो   ज ा स ् त ग ळ   ए ट ा   मो ब ाई ल   क ड्या   आ र ा म ळ   अ प ल ा   द ु स री   द ो ड   द े ख े ल   ह ो   श क त ो   त ा न ं त र   
526, मो ब ाई ल   फ ू न   मु ळ े   अ प न   ग ा ण् ो त ्या त्या च या स ा ठ्या  प ण  अ ड   फ ो   च ा व ा प र क   त   य ा   त ं त् र ज ज ा ण या च ा  व ि क ा स   ध ळ े   व ाय र स े ट   फ ो न ्  स ा द र क त य ा त ा ब्ल्यु   क ठ े ट  फ ो   च   े ल या ल ा ग ल े   त ा म ध्ये   
527, ग ा ण ं   ऐ ट ा न ा प क ा न ा   द्व ा र े   ज ा स ् त ा ब ा द ा च या   फ्रि क् र ें ज त   ज र   ग ा ण ं   ऐ क ल े   त र   प ा ल ा ल ा   
528, क ा क न ी   आ व ा ज   य े न ा   च े   स ब ध ै श े  ल ा प ा ट ू  श क त्या   ज ा स ् त   ि र   क ा ण ा र ा  र ा ठ ल न े ए प ो न ्स   ण े   प ल ा   
529, क ा र ु ग्या व र   द श ी   प र ण ा   म ह क त ो   क म   ऐ े   क शे   ह े ा   ल क्ष ग ी न य उ ष क त ा   त ा न ं त र   व त ं त्र   ज ा ण ा च ा  व ि क ा स न ा ी े ा प न   क ख े ळ व   त ा ग े म म ा न स े   ध ु स् ट ा ल ा  आ म ल  अ च ा 
530, न ा रु ग्या  व र   व   म ा न श ि क  द ृ स ् ट ा   द े ख ी ल ळ   प र णा म   क र त ा स त ा त   आ ण ि  का र त   ग्य ा ं   च श े   प ा प   झ े ई   
531, प ट्या   म ध्ये   ल ो क ा ब ा र ण्या व ु ् त   क े ले ा त े   त श त   प र ण ा म   ल ा न   ाउ र   ह ो   श क त ो   अ स े   द स   प र ण ा म   आ हे त   
532, 
533, म ी ट ा व क   म   ज े   गा   
534, त ा कू   म ा ल ा   ग ो व ण ा र   ल ा   ज ाय च ं  त ं र  क ि च ी  म ा धी   ग व  ग्या ची  हो ती   
535, प ग ग ग   प ू र् ण ा  ल ाइ   क ाय   क र   
536,न क   
537,ि त ी   प ळ च े  ला ब ं द ी  क डे   भु म ा  सा ठे   
538, ल ा ड े च े  क ि ती   प स ं  ग े   
539, कि ध ी   झ ड र ा   
540, श ो   
541, े ल म ी   व ळ द े र ू  न े   त व   त े र   म त ु म्हा ल ा   स क ा ळी   क श ी हा व  ला ग े ल   म ा ज या र े ल्व े ग ा डी   
542,प ळ ण ा च ं  व च ं  रु त ् त गो ड   ब ो र ध र न   ब न ाय त त े   क ा   आहे   प न लाइ   
543, ह च ं   त ि त े   प न मो ठ े न अ धी   येई क ा   
544, म ौ क ा   म ला   स ां ग ा   त ू न   प ै स ं   कि ती   ग ा ण ज ा स ् त ं   क र ं   
545, स ेए ट े र  ह ो द या  स ं   क ा ल ी  आ ठ  व ा ज   क र ू न  च   य   
546, ह म ज त र   ह ा त   त्या   स म र् झ ा   म ध ी ल  स र क ा र   आ ण ि   आ ज र ा   आ ा रअ ं न ब द् त न  आ ि   म ै द थ ी   स े व ा न ब द् द न  म ल ा  व े डो व े डी   म द त   क र त अ स त े   स र का र   ज श े ल   
547, र ु ग् ण ा ल   त ा क े   स क ा री   ग ु ण्या ल या ल   म ध ं   ज न्न ळ   स ा हे   र   प र ि च ा री   क ाय   आ हे   त र   ड ॉ क् ट र   आ ह े   त र   त े   स ा ध ा र ं त   य े ऊ न   व े ग े ग डे   
548, ज ा ग ृ   क ा र   क्र म श्यां म च ा   द ै व ा च ी   ठ ी क ा न े   घ े त   अ स त ा   त र   त या मु ळ्या   आ म ा ल ा   त ा च ा ल ा ू व े ग ब े ग ड े   आ ज ा र ज श े   आ त ा 
549,को ण त्या  आ ज ा र   अ स त ी ल   म ि ल त ा ं च ा   ब द्द ल   म ल ा   प ु र प ू र   म ाहि ती   द त ा त ा ची   ज न च ा   ग ्रृ त   र त ा त   को ण ा ला   का हे   
550, क ो ण ल ा   ा ी   प्रॉ ब् ल म   अ स ी ल   क ाय   य स े ल   त र   ड क् ट   त ा न न ा   ह पु र े   पु र म द त   क र त ा त   को ण त ्या अ ज र स ा ठी   क स ल ां  उ प ल ब्ध   क र ाय च ा   क ाय   न ा हे   क र ाय च ा   त े   स ं ग ल ं     य   
551, प्र श क्ष ि ण ा   म ध े ल   स वा म ी त े  ल ा   त े   ज ंन   ज ी   ज ज ा ग ली ते   क ा र क्र म   द र  म हि न्या तू न  ऐए न द ा त री  हो ते   
552, ह ा   ए क व ा त   के ल   त र   प क ॅ ज व ल   म   ल ाइ   म ध्ये   अ स थ ी र   ए क ाआ ठ ि क ा णि   त ी र स न र च ि त्र ा च ी     ड्रॉ इं ग   के ली   प न ए र ा य ब ा   म ध ू न नी   म ॉ ड ल   ए व ळ  य ा   मॉ ड ल  च ं   ट्राय   क र ण प ा ल ा  त्या न्न ा  स ां ग त ल ं  की  त ु म्ह्य ा शी  उ ब े र ा ा  स्टे प   म ध ु  व ी र ा   अ द ु ळ्या च ं   भा  ह लु न   क ा   ब ॉ डी  म म े ट  क शी  ठ े व ा   
553, क ा र   त्या   मु ळ े   म ला   च ि त् र व्य स थि त  क ा ठ   च ाय न ा र व ं  त ु म  च ं   च ि त र   च ा न   ब न्न ा र  अ स ू न   य् न स ां ज े श   के ल ं   
554, त े   च ि त ्र म ी का र ल ं   त ्या न   ए ग द म   प र प क ल रि   मा स न े च र क सं  फ े क्स   क र ाय च ं   ते व ग े र स ग   ब घ ु न म ग ण ी   त े   च ि त्र क ा ड्या ल ं   स ु रुवा त  के ली   
555, म त्या  म ध्े   को ण त े   क ल र् स च ा   यू स   क र ाय च ा   क श ा   प्र क ा र ी  क र च ा   श े डिंग  क ज ं   सो ड ाय च ं   फ ्लो   क सं   ट क ाय च ं   
556, व रू न  फ्लों   को ण त ा द्याय च ा   इ ड ल ा  को ण त या द्याय च ा   क ॉ र्न  म ध्े   को ण त या  फ ् लो ध्या च ा   आ स व ग े र स   ग्   ठ र व ण   त या च ि त्र ला म ी   सु रुवा त   के ली   चि त ्र   त या र  के ल ं   
557, आ णि त ा   म ॉ ड ल   ल ा   क ो ण त ्या स् ट े प   म द ु ब र ाय च्या   को ण त ्या स ि च ये श न म धू प र्या च   ते   स ां गि त ल ा   न ं त र ती  ड्रॉ इं ग   क म्प् ी ट  क र ा त   
558, न ी   म ा झ ा  नु ब व   क स ा  ह त ा   त े   प्र े क् ष   ा न ा   स ां गि त ल ा   प ल   ए क   अ नु भ व ल ा ल ा   की   प्र ते क ् ष ा   च ि त्र क ा ण ण ं  आ णि   ब गू   च त ्र क ण ं   त े श त ख ु प   औ ग ड त ा अ स त े   त या न ा   प स त स ा ग ा व  ल ा ग त   क ी न ाइ   तु म् अ श व े र ा त श ि व े र ा   
